idioma,texto_entidade,tipo_entidade,contexto
pt,FAFI,ORG,"Refira_se que o projeto é implementado pelo consórcio composto pelas organizações Fórum Mulher, WLSA Moçambique, Fórum da Sociedade Civil para os Direitos da Criança (ROSC), Associação Moçambicana de Mulheres de Carreira Jurídica (AMMCJ), FAFI, FOFEN, AMuPT, Rede de Proteção à Criança em Sofala (SOPROC), e o Centro Informazione e Educazione Allo Sviluppo ONLUS (CIES), que conta com apoio da União Europeia em Moçambique."
pt,FOFEN,ORG,"Refira_se que o projeto é implementado pelo consórcio composto pelas organizações Fórum Mulher, WLSA Moçambique, Fórum da Sociedade Civil para os Direitos da Criança (ROSC), Associação Moçambicana de Mulheres de Carreira Jurídica (AMMCJ), FAFI, FOFEN, AMuPT, Rede de Proteção à Criança em Sofala (SOPROC), e o Centro Informazione e Educazione Allo Sviluppo ONLUS (CIES), que conta com apoio da União Europeia em Moçambique."
pt,AMuPT,LOC,"Refira_se que o projeto é implementado pelo consórcio composto pelas organizações Fórum Mulher, WLSA Moçambique, Fórum da Sociedade Civil para os Direitos da Criança (ROSC), Associação Moçambicana de Mulheres de Carreira Jurídica (AMMCJ), FAFI, FOFEN, AMuPT, Rede de Proteção à Criança em Sofala (SOPROC), e o Centro Informazione e Educazione Allo Sviluppo ONLUS (CIES), que conta com apoio da União Europeia em Moçambique."
pt,Rede de Proteção,LOC,"Refira_se que o projeto é implementado pelo consórcio composto pelas organizações Fórum Mulher, WLSA Moçambique, Fórum da Sociedade Civil para os Direitos da Criança (ROSC), Associação Moçambicana de Mulheres de Carreira Jurídica (AMMCJ), FAFI, FOFEN, AMuPT, Rede de Proteção à Criança em Sofala (SOPROC), e o Centro Informazione e Educazione Allo Sviluppo ONLUS (CIES), que conta com apoio da União Europeia em Moçambique."
pt,Criança,LOC,"Refira_se que o projeto é implementado pelo consórcio composto pelas organizações Fórum Mulher, WLSA Moçambique, Fórum da Sociedade Civil para os Direitos da Criança (ROSC), Associação Moçambicana de Mulheres de Carreira Jurídica (AMMCJ), FAFI, FOFEN, AMuPT, Rede de Proteção à Criança em Sofala (SOPROC), e o Centro Informazione e Educazione Allo Sviluppo ONLUS (CIES), que conta com apoio da União Europeia em Moçambique."
pt,Sofala,LOC,"Refira_se que o projeto é implementado pelo consórcio composto pelas organizações Fórum Mulher, WLSA Moçambique, Fórum da Sociedade Civil para os Direitos da Criança (ROSC), Associação Moçambicana de Mulheres de Carreira Jurídica (AMMCJ), FAFI, FOFEN, AMuPT, Rede de Proteção à Criança em Sofala (SOPROC), e o Centro Informazione e Educazione Allo Sviluppo ONLUS (CIES), que conta com apoio da União Europeia em Moçambique."
pt,SOPROC,LOC,"Refira_se que o projeto é implementado pelo consórcio composto pelas organizações Fórum Mulher, WLSA Moçambique, Fórum da Sociedade Civil para os Direitos da Criança (ROSC), Associação Moçambicana de Mulheres de Carreira Jurídica (AMMCJ), FAFI, FOFEN, AMuPT, Rede de Proteção à Criança em Sofala (SOPROC), e o Centro Informazione e Educazione Allo Sviluppo ONLUS (CIES), que conta com apoio da União Europeia em Moçambique."
pt,Centro Informazione,ORG,"Refira_se que o projeto é implementado pelo consórcio composto pelas organizações Fórum Mulher, WLSA Moçambique, Fórum da Sociedade Civil para os Direitos da Criança (ROSC), Associação Moçambicana de Mulheres de Carreira Jurídica (AMMCJ), FAFI, FOFEN, AMuPT, Rede de Proteção à Criança em Sofala (SOPROC), e o Centro Informazione e Educazione Allo Sviluppo ONLUS (CIES), que conta com apoio da União Europeia em Moçambique."
pt,Educazione Allo Sviluppo ONLUS,PER,"Refira_se que o projeto é implementado pelo consórcio composto pelas organizações Fórum Mulher, WLSA Moçambique, Fórum da Sociedade Civil para os Direitos da Criança (ROSC), Associação Moçambicana de Mulheres de Carreira Jurídica (AMMCJ), FAFI, FOFEN, AMuPT, Rede de Proteção à Criança em Sofala (SOPROC), e o Centro Informazione e Educazione Allo Sviluppo ONLUS (CIES), que conta com apoio da União Europeia em Moçambique."
pt,CIES,ORG,"Refira_se que o projeto é implementado pelo consórcio composto pelas organizações Fórum Mulher, WLSA Moçambique, Fórum da Sociedade Civil para os Direitos da Criança (ROSC), Associação Moçambicana de Mulheres de Carreira Jurídica (AMMCJ), FAFI, FOFEN, AMuPT, Rede de Proteção à Criança em Sofala (SOPROC), e o Centro Informazione e Educazione Allo Sviluppo ONLUS (CIES), que conta com apoio da União Europeia em Moçambique."
pt,União Europeia,ORG,"Refira_se que o projeto é implementado pelo consórcio composto pelas organizações Fórum Mulher, WLSA Moçambique, Fórum da Sociedade Civil para os Direitos da Criança (ROSC), Associação Moçambicana de Mulheres de Carreira Jurídica (AMMCJ), FAFI, FOFEN, AMuPT, Rede de Proteção à Criança em Sofala (SOPROC), e o Centro Informazione e Educazione Allo Sviluppo ONLUS (CIES), que conta com apoio da União Europeia em Moçambique."
pt,Moçambique,LOC,"Refira_se que o projeto é implementado pelo consórcio composto pelas organizações Fórum Mulher, WLSA Moçambique, Fórum da Sociedade Civil para os Direitos da Criança (ROSC), Associação Moçambicana de Mulheres de Carreira Jurídica (AMMCJ), FAFI, FOFEN, AMuPT, Rede de Proteção à Criança em Sofala (SOPROC), e o Centro Informazione e Educazione Allo Sviluppo ONLUS (CIES), que conta com apoio da União Europeia em Moçambique."
pt,Moçambique,LOC,"Em Moçambique a violência contra as mulheres é uma realidade, constituída por várias práticas socioculturais e padrões socialmente construídos que estão impregnados na vida das mulheres."
pt,Estado,LOC,O Estado deve proteger as vítimas de violência e penalizar os violadores para educar a sociedade.
pt,Estado,LOC,"O Estado deve proteger as vítimas de violência baseada no gênero, bem como agravar as penas aos que as perpetuam, como forma de educar a sociedade a respeitar as mulheres, afirma Nzira de Deus, diretora executiva do Fórum Mulher."
pt,Fórum Mulher,ORG,"O Estado deve proteger as vítimas de violência baseada no gênero, bem como agravar as penas aos que as perpetuam, como forma de educar a sociedade a respeitar as mulheres, afirma Nzira de Deus, diretora executiva do Fórum Mulher."
pt,Estado,LOC,"Repudiamos e exigimos ao Estado que crie condições para às mulheres vítimas de violência e penas mais severas para todos os que perpetuam a violência como um processo de educação, disse."
pt,Estado,LOC,"Que o Estado crie formas de integridade e garanta que as mulheres não vivam no mesmo ambiente com o seu violador, acrescentou."
pt,Maputo,LOC,Nzira de Deus falava este sábado em Maputo no lançamento da campanha dos 16 dias de ativismo pelo fim da violência contra as mulheres.
pt,25 de Novembro,ORG,"A campanha inicia a 25 de Novembro e termina a 10 de Dezembro, com a finalidade de chamar atenção em todo mundo para o fim da violência que afeta 1 em cada 3 mulheres no mundo."
pt,Estado,LOC,"Estamos aqui para apelar ao Estado para intervir urgentemente contra todo esses tipos de violência, acrescentou."
pt,Eduardo Mondlane,PER,"O lançamento dos 16 dias aconteceu em forma de marcha que partiu da estátua Eduardo Mondlane até à praça da Independência, na cidade de Maputo, naquela manhã quente."
pt,Independência,LOC,"O lançamento dos 16 dias aconteceu em forma de marcha que partiu da estátua Eduardo Mondlane até à praça da Independência, na cidade de Maputo, naquela manhã quente."
pt,Maputo,LOC,"O lançamento dos 16 dias aconteceu em forma de marcha que partiu da estátua Eduardo Mondlane até à praça da Independência, na cidade de Maputo, naquela manhã quente."
pt,MOVFEMME,ORG,"Estiveram na mesma tónica as organizações ADPP, MOVFEMME, KUTENGA, AESMO, Hixikamwe e pessoas não associadas."
pt,KUTENGA,ORG,"Estiveram na mesma tónica as organizações ADPP, MOVFEMME, KUTENGA, AESMO, Hixikamwe e pessoas não associadas."
pt,AESMO,ORG,"Estiveram na mesma tónica as organizações ADPP, MOVFEMME, KUTENGA, AESMO, Hixikamwe e pessoas não associadas."
pt,Hixikamwe,ORG,"Estiveram na mesma tónica as organizações ADPP, MOVFEMME, KUTENGA, AESMO, Hixikamwe e pessoas não associadas."
pt,Fórum Mulher,ORG,Parceiros do Fórum Mulher treinados no uso da plataforma de denúncias Xipalapala Mulher Realizou_se hoje em Maputo um treinamento para uso da plataforma de denúncias denominado Xipalapala Mulher aos parceiros do Fórum Mulher envolvidos no projeto Gênero e Cidadania.
pt,Maputo,LOC,Parceiros do Fórum Mulher treinados no uso da plataforma de denúncias Xipalapala Mulher Realizou_se hoje em Maputo um treinamento para uso da plataforma de denúncias denominado Xipalapala Mulher aos parceiros do Fórum Mulher envolvidos no projeto Gênero e Cidadania.
pt,Fórum Mulher,ORG,Parceiros do Fórum Mulher treinados no uso da plataforma de denúncias Xipalapala Mulher Realizou_se hoje em Maputo um treinamento para uso da plataforma de denúncias denominado Xipalapala Mulher aos parceiros do Fórum Mulher envolvidos no projeto Gênero e Cidadania.
pt,Organizações da Sociedade Civil parceiras,PER,"A ação visa fortalecer a capacidade dos coordenadores e gestores das Organizações da Sociedade Civil parceiras no uso da plataforma para gerir e encaminhar denúncias ligadas a uniões prematuras, violência doméstica ou em caso de assistência se necessitar de aborto seguro."
pt,Sociedade Civil,PER,"Pretende_se igualmente que esta formação amplie a participação ativa e efetiva das organizações da Sociedade Civil no acompanhamento, monitoria e advocacia das políticas públicas nas áreas temáticas da Violência de baseada no Gênero, interrupção voluntária de gravidez e Uniões Prematuras."
pt,Violência,LOC,"Pretende_se igualmente que esta formação amplie a participação ativa e efetiva das organizações da Sociedade Civil no acompanhamento, monitoria e advocacia das políticas públicas nas áreas temáticas da Violência de baseada no Gênero, interrupção voluntária de gravidez e Uniões Prematuras."
pt,Uniões Prematuras,PER,"Pretende_se igualmente que esta formação amplie a participação ativa e efetiva das organizações da Sociedade Civil no acompanhamento, monitoria e advocacia das políticas públicas nas áreas temáticas da Violência de baseada no Gênero, interrupção voluntária de gravidez e Uniões Prematuras."
pt,Centro de Apoio,ORG,"A capacitação durou um dia, e foi promovida pelo Centro de Apoio à Informação e Comunicação Comunitária."
pt,Informação e Comunicação Comunitária,ORG,"A capacitação durou um dia, e foi promovida pelo Centro de Apoio à Informação e Comunicação Comunitária."
pt,Igualdade de Gênero,ORG,A formação acontece no âmbito do projeto enriquecendo a participação ativa da sociedade civil para promoção da Igualdade de Gênero e o empoderamento das mulheres e raparigas do Programa de apoio aos atores não estatais (PAANE).
pt,Programa,ORG,A formação acontece no âmbito do projeto enriquecendo a participação ativa da sociedade civil para promoção da Igualdade de Gênero e o empoderamento das mulheres e raparigas do Programa de apoio aos atores não estatais (PAANE).
pt,PAANE,ORG,A formação acontece no âmbito do projeto enriquecendo a participação ativa da sociedade civil para promoção da Igualdade de Gênero e o empoderamento das mulheres e raparigas do Programa de apoio aos atores não estatais (PAANE).
pt,WLSA Moçambique,LOC,"Refira_se que o projeto é implementado pelo consórcio composto pelas organizações Fórum Mulher, WLSA Moçambique, Fórum da Sociedade Civil para os Direitos da Criança (ROSC), Associação Moçambicana de Mulheres de Carreira Jurídica (AMMCJ), Fórum das Associações Femininas de Inhambane (FAFI), Fórum Organizações Femininas do Niassa (FOFEN), Associação de Mulheres Paralegais de Tete (AMPT), Rede de Protecção da Criança em Sofala (SOPROC), e o Centro Informazione e Educazione Allo Sviluppo ONLUS (CIES), que conta com apoio da União Europeia em Moçambique, no contexto do Programa de Apoio aos atores não estatais (PAANE II)."
pt,Fórum da Sociedade Civil para os Direitos da Criança,LOC,"Refira_se que o projeto é implementado pelo consórcio composto pelas organizações Fórum Mulher, WLSA Moçambique, Fórum da Sociedade Civil para os Direitos da Criança (ROSC), Associação Moçambicana de Mulheres de Carreira Jurídica (AMMCJ), Fórum das Associações Femininas de Inhambane (FAFI), Fórum Organizações Femininas do Niassa (FOFEN), Associação de Mulheres Paralegais de Tete (AMPT), Rede de Protecção da Criança em Sofala (SOPROC), e o Centro Informazione e Educazione Allo Sviluppo ONLUS (CIES), que conta com apoio da União Europeia em Moçambique, no contexto do Programa de Apoio aos atores não estatais (PAANE II)."
pt,ROSC,ORG,"Refira_se que o projeto é implementado pelo consórcio composto pelas organizações Fórum Mulher, WLSA Moçambique, Fórum da Sociedade Civil para os Direitos da Criança (ROSC), Associação Moçambicana de Mulheres de Carreira Jurídica (AMMCJ), Fórum das Associações Femininas de Inhambane (FAFI), Fórum Organizações Femininas do Niassa (FOFEN), Associação de Mulheres Paralegais de Tete (AMPT), Rede de Protecção da Criança em Sofala (SOPROC), e o Centro Informazione e Educazione Allo Sviluppo ONLUS (CIES), que conta com apoio da União Europeia em Moçambique, no contexto do Programa de Apoio aos atores não estatais (PAANE II)."
pt,Associação Moçambicana de Mulheres de Carreira Jurídica,ORG,"Refira_se que o projeto é implementado pelo consórcio composto pelas organizações Fórum Mulher, WLSA Moçambique, Fórum da Sociedade Civil para os Direitos da Criança (ROSC), Associação Moçambicana de Mulheres de Carreira Jurídica (AMMCJ), Fórum das Associações Femininas de Inhambane (FAFI), Fórum Organizações Femininas do Niassa (FOFEN), Associação de Mulheres Paralegais de Tete (AMPT), Rede de Protecção da Criança em Sofala (SOPROC), e o Centro Informazione e Educazione Allo Sviluppo ONLUS (CIES), que conta com apoio da União Europeia em Moçambique, no contexto do Programa de Apoio aos atores não estatais (PAANE II)."
pt,AMMCJ,ORG,"Refira_se que o projeto é implementado pelo consórcio composto pelas organizações Fórum Mulher, WLSA Moçambique, Fórum da Sociedade Civil para os Direitos da Criança (ROSC), Associação Moçambicana de Mulheres de Carreira Jurídica (AMMCJ), Fórum das Associações Femininas de Inhambane (FAFI), Fórum Organizações Femininas do Niassa (FOFEN), Associação de Mulheres Paralegais de Tete (AMPT), Rede de Protecção da Criança em Sofala (SOPROC), e o Centro Informazione e Educazione Allo Sviluppo ONLUS (CIES), que conta com apoio da União Europeia em Moçambique, no contexto do Programa de Apoio aos atores não estatais (PAANE II)."
pt,Fórum das Associações Femininas de Inhambane,LOC,"Refira_se que o projeto é implementado pelo consórcio composto pelas organizações Fórum Mulher, WLSA Moçambique, Fórum da Sociedade Civil para os Direitos da Criança (ROSC), Associação Moçambicana de Mulheres de Carreira Jurídica (AMMCJ), Fórum das Associações Femininas de Inhambane (FAFI), Fórum Organizações Femininas do Niassa (FOFEN), Associação de Mulheres Paralegais de Tete (AMPT), Rede de Protecção da Criança em Sofala (SOPROC), e o Centro Informazione e Educazione Allo Sviluppo ONLUS (CIES), que conta com apoio da União Europeia em Moçambique, no contexto do Programa de Apoio aos atores não estatais (PAANE II)."
pt,FAFI,LOC,"Refira_se que o projeto é implementado pelo consórcio composto pelas organizações Fórum Mulher, WLSA Moçambique, Fórum da Sociedade Civil para os Direitos da Criança (ROSC), Associação Moçambicana de Mulheres de Carreira Jurídica (AMMCJ), Fórum das Associações Femininas de Inhambane (FAFI), Fórum Organizações Femininas do Niassa (FOFEN), Associação de Mulheres Paralegais de Tete (AMPT), Rede de Protecção da Criança em Sofala (SOPROC), e o Centro Informazione e Educazione Allo Sviluppo ONLUS (CIES), que conta com apoio da União Europeia em Moçambique, no contexto do Programa de Apoio aos atores não estatais (PAANE II)."
pt,Fórum Organizações Femininas do Niassa,LOC,"Refira_se que o projeto é implementado pelo consórcio composto pelas organizações Fórum Mulher, WLSA Moçambique, Fórum da Sociedade Civil para os Direitos da Criança (ROSC), Associação Moçambicana de Mulheres de Carreira Jurídica (AMMCJ), Fórum das Associações Femininas de Inhambane (FAFI), Fórum Organizações Femininas do Niassa (FOFEN), Associação de Mulheres Paralegais de Tete (AMPT), Rede de Protecção da Criança em Sofala (SOPROC), e o Centro Informazione e Educazione Allo Sviluppo ONLUS (CIES), que conta com apoio da União Europeia em Moçambique, no contexto do Programa de Apoio aos atores não estatais (PAANE II)."
pt,FOFEN,LOC,"Refira_se que o projeto é implementado pelo consórcio composto pelas organizações Fórum Mulher, WLSA Moçambique, Fórum da Sociedade Civil para os Direitos da Criança (ROSC), Associação Moçambicana de Mulheres de Carreira Jurídica (AMMCJ), Fórum das Associações Femininas de Inhambane (FAFI), Fórum Organizações Femininas do Niassa (FOFEN), Associação de Mulheres Paralegais de Tete (AMPT), Rede de Protecção da Criança em Sofala (SOPROC), e o Centro Informazione e Educazione Allo Sviluppo ONLUS (CIES), que conta com apoio da União Europeia em Moçambique, no contexto do Programa de Apoio aos atores não estatais (PAANE II)."
pt,Associação de Mulheres Paralegais de Tete,ORG,"Refira_se que o projeto é implementado pelo consórcio composto pelas organizações Fórum Mulher, WLSA Moçambique, Fórum da Sociedade Civil para os Direitos da Criança (ROSC), Associação Moçambicana de Mulheres de Carreira Jurídica (AMMCJ), Fórum das Associações Femininas de Inhambane (FAFI), Fórum Organizações Femininas do Niassa (FOFEN), Associação de Mulheres Paralegais de Tete (AMPT), Rede de Protecção da Criança em Sofala (SOPROC), e o Centro Informazione e Educazione Allo Sviluppo ONLUS (CIES), que conta com apoio da União Europeia em Moçambique, no contexto do Programa de Apoio aos atores não estatais (PAANE II)."
pt,AMPT,ORG,"Refira_se que o projeto é implementado pelo consórcio composto pelas organizações Fórum Mulher, WLSA Moçambique, Fórum da Sociedade Civil para os Direitos da Criança (ROSC), Associação Moçambicana de Mulheres de Carreira Jurídica (AMMCJ), Fórum das Associações Femininas de Inhambane (FAFI), Fórum Organizações Femininas do Niassa (FOFEN), Associação de Mulheres Paralegais de Tete (AMPT), Rede de Protecção da Criança em Sofala (SOPROC), e o Centro Informazione e Educazione Allo Sviluppo ONLUS (CIES), que conta com apoio da União Europeia em Moçambique, no contexto do Programa de Apoio aos atores não estatais (PAANE II)."
pt,Sofala,LOC,"Refira_se que o projeto é implementado pelo consórcio composto pelas organizações Fórum Mulher, WLSA Moçambique, Fórum da Sociedade Civil para os Direitos da Criança (ROSC), Associação Moçambicana de Mulheres de Carreira Jurídica (AMMCJ), Fórum das Associações Femininas de Inhambane (FAFI), Fórum Organizações Femininas do Niassa (FOFEN), Associação de Mulheres Paralegais de Tete (AMPT), Rede de Protecção da Criança em Sofala (SOPROC), e o Centro Informazione e Educazione Allo Sviluppo ONLUS (CIES), que conta com apoio da União Europeia em Moçambique, no contexto do Programa de Apoio aos atores não estatais (PAANE II)."
pt,SOPROC,LOC,"Refira_se que o projeto é implementado pelo consórcio composto pelas organizações Fórum Mulher, WLSA Moçambique, Fórum da Sociedade Civil para os Direitos da Criança (ROSC), Associação Moçambicana de Mulheres de Carreira Jurídica (AMMCJ), Fórum das Associações Femininas de Inhambane (FAFI), Fórum Organizações Femininas do Niassa (FOFEN), Associação de Mulheres Paralegais de Tete (AMPT), Rede de Protecção da Criança em Sofala (SOPROC), e o Centro Informazione e Educazione Allo Sviluppo ONLUS (CIES), que conta com apoio da União Europeia em Moçambique, no contexto do Programa de Apoio aos atores não estatais (PAANE II)."
pt,Centro Informazione,ORG,"Refira_se que o projeto é implementado pelo consórcio composto pelas organizações Fórum Mulher, WLSA Moçambique, Fórum da Sociedade Civil para os Direitos da Criança (ROSC), Associação Moçambicana de Mulheres de Carreira Jurídica (AMMCJ), Fórum das Associações Femininas de Inhambane (FAFI), Fórum Organizações Femininas do Niassa (FOFEN), Associação de Mulheres Paralegais de Tete (AMPT), Rede de Protecção da Criança em Sofala (SOPROC), e o Centro Informazione e Educazione Allo Sviluppo ONLUS (CIES), que conta com apoio da União Europeia em Moçambique, no contexto do Programa de Apoio aos atores não estatais (PAANE II)."
pt,Educazione Allo Sviluppo ONLUS,PER,"Refira_se que o projeto é implementado pelo consórcio composto pelas organizações Fórum Mulher, WLSA Moçambique, Fórum da Sociedade Civil para os Direitos da Criança (ROSC), Associação Moçambicana de Mulheres de Carreira Jurídica (AMMCJ), Fórum das Associações Femininas de Inhambane (FAFI), Fórum Organizações Femininas do Niassa (FOFEN), Associação de Mulheres Paralegais de Tete (AMPT), Rede de Protecção da Criança em Sofala (SOPROC), e o Centro Informazione e Educazione Allo Sviluppo ONLUS (CIES), que conta com apoio da União Europeia em Moçambique, no contexto do Programa de Apoio aos atores não estatais (PAANE II)."
pt,CIES,ORG,"Refira_se que o projeto é implementado pelo consórcio composto pelas organizações Fórum Mulher, WLSA Moçambique, Fórum da Sociedade Civil para os Direitos da Criança (ROSC), Associação Moçambicana de Mulheres de Carreira Jurídica (AMMCJ), Fórum das Associações Femininas de Inhambane (FAFI), Fórum Organizações Femininas do Niassa (FOFEN), Associação de Mulheres Paralegais de Tete (AMPT), Rede de Protecção da Criança em Sofala (SOPROC), e o Centro Informazione e Educazione Allo Sviluppo ONLUS (CIES), que conta com apoio da União Europeia em Moçambique, no contexto do Programa de Apoio aos atores não estatais (PAANE II)."
pt,União Europeia,ORG,"Refira_se que o projeto é implementado pelo consórcio composto pelas organizações Fórum Mulher, WLSA Moçambique, Fórum da Sociedade Civil para os Direitos da Criança (ROSC), Associação Moçambicana de Mulheres de Carreira Jurídica (AMMCJ), Fórum das Associações Femininas de Inhambane (FAFI), Fórum Organizações Femininas do Niassa (FOFEN), Associação de Mulheres Paralegais de Tete (AMPT), Rede de Protecção da Criança em Sofala (SOPROC), e o Centro Informazione e Educazione Allo Sviluppo ONLUS (CIES), que conta com apoio da União Europeia em Moçambique, no contexto do Programa de Apoio aos atores não estatais (PAANE II)."
pt,Moçambique,LOC,"Refira_se que o projeto é implementado pelo consórcio composto pelas organizações Fórum Mulher, WLSA Moçambique, Fórum da Sociedade Civil para os Direitos da Criança (ROSC), Associação Moçambicana de Mulheres de Carreira Jurídica (AMMCJ), Fórum das Associações Femininas de Inhambane (FAFI), Fórum Organizações Femininas do Niassa (FOFEN), Associação de Mulheres Paralegais de Tete (AMPT), Rede de Protecção da Criança em Sofala (SOPROC), e o Centro Informazione e Educazione Allo Sviluppo ONLUS (CIES), que conta com apoio da União Europeia em Moçambique, no contexto do Programa de Apoio aos atores não estatais (PAANE II)."
pt,Programa de Apoio,ORG,"Refira_se que o projeto é implementado pelo consórcio composto pelas organizações Fórum Mulher, WLSA Moçambique, Fórum da Sociedade Civil para os Direitos da Criança (ROSC), Associação Moçambicana de Mulheres de Carreira Jurídica (AMMCJ), Fórum das Associações Femininas de Inhambane (FAFI), Fórum Organizações Femininas do Niassa (FOFEN), Associação de Mulheres Paralegais de Tete (AMPT), Rede de Protecção da Criança em Sofala (SOPROC), e o Centro Informazione e Educazione Allo Sviluppo ONLUS (CIES), que conta com apoio da União Europeia em Moçambique, no contexto do Programa de Apoio aos atores não estatais (PAANE II)."
pt,Fórum das Associações femininas de,ORG,"foi um dos vários gritos de protesto e ajuda que as mulheres do Fórum das Associações femininas de Inhambane (FAFI) lançaram para marcar o dia 07 de Abril, dia da mulher moçambicana que se assinalou nesta sexta_feira."
pt,Inhambane,LOC,"foi um dos vários gritos de protesto e ajuda que as mulheres do Fórum das Associações femininas de Inhambane (FAFI) lançaram para marcar o dia 07 de Abril, dia da mulher moçambicana que se assinalou nesta sexta_feira."
pt,FAFI,LOC,"foi um dos vários gritos de protesto e ajuda que as mulheres do Fórum das Associações femininas de Inhambane (FAFI) lançaram para marcar o dia 07 de Abril, dia da mulher moçambicana que se assinalou nesta sexta_feira."
pt,Abril,LOC,"foi um dos vários gritos de protesto e ajuda que as mulheres do Fórum das Associações femininas de Inhambane (FAFI) lançaram para marcar o dia 07 de Abril, dia da mulher moçambicana que se assinalou nesta sexta_feira."
pt,Praça da Marinha,LOC,"O pedido de socorro aconteceu durante o lançamento das celebrações da efeméride, onde várias organizações da sociedade civil marcharam a partir da Praça da Marinha com destino a Praça dos Heróis, na cidade de Inhambane, em prol dos direitos da mulher e em recordação dos feitos da Josina Machel."
pt,Praça dos Heróis,LOC,"O pedido de socorro aconteceu durante o lançamento das celebrações da efeméride, onde várias organizações da sociedade civil marcharam a partir da Praça da Marinha com destino a Praça dos Heróis, na cidade de Inhambane, em prol dos direitos da mulher e em recordação dos feitos da Josina Machel."
pt,Inhambane,LOC,"O pedido de socorro aconteceu durante o lançamento das celebrações da efeméride, onde várias organizações da sociedade civil marcharam a partir da Praça da Marinha com destino a Praça dos Heróis, na cidade de Inhambane, em prol dos direitos da mulher e em recordação dos feitos da Josina Machel."
pt,Josina Machel,PER,"O pedido de socorro aconteceu durante o lançamento das celebrações da efeméride, onde várias organizações da sociedade civil marcharam a partir da Praça da Marinha com destino a Praça dos Heróis, na cidade de Inhambane, em prol dos direitos da mulher e em recordação dos feitos da Josina Machel."
pt,deitaram_se,PER,"Para o efeito, dezenas de mulheres deitaram_se no chão, simbolizando as inúmeras vidas das mulheres que foram tiradas nos últimos tempos em todo o país."
pt,Hortência Rafael,PER,"As nossas lutas continuam até hoje, e pedimos aos governantes que nos dêem segurança, pois há inúmeros casos de violações e assassinatos de mulheres em todo o país, disse Hortência Rafael, coordenadora do FAFI."
pt,FAFI,ORG,"As nossas lutas continuam até hoje, e pedimos aos governantes que nos dêem segurança, pois há inúmeros casos de violações e assassinatos de mulheres em todo o país, disse Hortência Rafael, coordenadora do FAFI."
pt,Grupo Teatral 12 de Agosto,ORG,O Grupo Teatral 12 de Agosto e Gubuta animam as celebrações do dia da mulher com cânticos e peças que representam os desafios daquela que representa metade da humanidade.
pt,Gubuta,PER,O Grupo Teatral 12 de Agosto e Gubuta animam as celebrações do dia da mulher com cânticos e peças que representam os desafios daquela que representa metade da humanidade.
pt,FAFI,ORG,A exibição cultural foi organizada pela FAFI e aconteceu no âmbito do projeto Enriquecendo a participação activa da sociedade civil para promoção da Igualdade de gênero e o empoderamento das mulheres e raparigas do programa de apoio aos atores não Estatais (PAANE).
pt,Igualdade,ORG,A exibição cultural foi organizada pela FAFI e aconteceu no âmbito do projeto Enriquecendo a participação activa da sociedade civil para promoção da Igualdade de gênero e o empoderamento das mulheres e raparigas do programa de apoio aos atores não Estatais (PAANE).
pt,PAANE,ORG,A exibição cultural foi organizada pela FAFI e aconteceu no âmbito do projeto Enriquecendo a participação activa da sociedade civil para promoção da Igualdade de gênero e o empoderamento das mulheres e raparigas do programa de apoio aos atores não Estatais (PAANE).
pt,Governador,LOC,"Participaram da cerimônia o Governador da província, Daniel Chapo e outros membros do governo provincial, que  congratularam todas as mulheres e reconheceram o cuidado e a proteção que ela merece."
pt,Daniel Chapo,PER,"Participaram da cerimônia o Governador da província, Daniel Chapo e outros membros do governo provincial, que  congratularam todas as mulheres e reconheceram o cuidado e a proteção que ela merece."
pt,Inhamizua,LOC,Roda de conversa sobre histórias de violência em Inhamizua.
pt,Bairro de Inhamizua,LOC,"Decorreu no passado dia 28 de Novembro de 2023 no Bairro de Inhamizua, Matadouro no distrito da Beira, uma Roda de Conversa no âmbito dos 16 dias de ativismo sobre a violência praticada contra Mulheres e raparigas."
pt,Matadouro,LOC,"Decorreu no passado dia 28 de Novembro de 2023 no Bairro de Inhamizua, Matadouro no distrito da Beira, uma Roda de Conversa no âmbito dos 16 dias de ativismo sobre a violência praticada contra Mulheres e raparigas."
pt,distrito da Beira,LOC,"Decorreu no passado dia 28 de Novembro de 2023 no Bairro de Inhamizua, Matadouro no distrito da Beira, uma Roda de Conversa no âmbito dos 16 dias de ativismo sobre a violência praticada contra Mulheres e raparigas."
pt,Roda de Conversa,LOC,"Decorreu no passado dia 28 de Novembro de 2023 no Bairro de Inhamizua, Matadouro no distrito da Beira, uma Roda de Conversa no âmbito dos 16 dias de ativismo sobre a violência praticada contra Mulheres e raparigas."
pt,Mulheres,PER,"Decorreu no passado dia 28 de Novembro de 2023 no Bairro de Inhamizua, Matadouro no distrito da Beira, uma Roda de Conversa no âmbito dos 16 dias de ativismo sobre a violência praticada contra Mulheres e raparigas."
pt,SOPROC,LOC,"A roda de conversa foi organizada pela SOPROC em representação do consórcio no âmbito do projecto PAANE II, financiado pela União Europeia."
pt,União Europeia,ORG,"A roda de conversa foi organizada pela SOPROC em representação do consórcio no âmbito do projecto PAANE II, financiado pela União Europeia."
