id,country,texto,hashtags,doc_origin,source,date,manual_theme,url,notes,idioma
Espanha_0001,Espanha,"Ayer subí un post sobre la depilación y muchas ""confesásteis"" que lo hacíais por los demás. Pues claro, todas empezamos porque es ""lo que hacen las mujeres"". Porque no vemos mujeres con vello en ningún sitio. Con el tiempo acabas haciéndolo por comodidad, por suavidad, o lo haces a veces, o para hacer deporte, o dejas de hacerlo. Lo hagas o no, y el motivo por el que lo hagas, es algo que nadie puede ni debe juzgar. Luchar contra una imposición tan grande es muy difícil. Si quieres dejar de depilarte pero te puede el qué dirán, date tiempo, no pasa nada :)","['Espanha', 'Legenda', '1']",ESPANHA.docx,DOCX Original,,,,,Espanhol
Espanha_0002,Espanha,"No hay cosas de niños y cosas de niñas, una educación sin estereotipos ni roles de género es la clave para un futuro igualitario. Nuestros gustos y preferencias no nos definen ¡Etiqueta a las rebeldes que conozcas!","['Espanha', 'Legenda', '2']",ESPANHA.docx,DOCX Original,,,,,Espanhol
Espanha_0003,Espanha,"Más allá de las diferencias entre el cuerpo de las mujeres y los hombres, que en principio requieren diferentes medidas para la ropa, existe una gran industria diferenciada en cuanto a la ropa interior. Para nosotras hay lencería, fajas y rellenos. Un surtido para modificar y adaptar nuestro cuerpo al ideal de belleza. Para ellos hay ropa cómoda y funcional. Ponte lo que te de la gana amiga pero dale una vuelta a este tema, que la sociedad nos deja el cerebro frito y ya dejamos de saber por qué y para quién hacemos las cosas ❤️","['Espanha', 'Legenda', '3']",ESPANHA.docx,DOCX Original,,,,,Espanhol
Espanha_0004,Espanha,"Toda mi vida he tenido complejo por tener poco pecho. Procuraba usar sujetadores de relleno y poca ropa entallada. Con el tiempo me di cuenta de que lo que hay en la tv, el cine y la publicidad no representa a las mujeres reales. Se crea un modelo de mujer falso y adaptado al deseo masculino. Me ayudó mucho para vencer este miedo: - Hablarlo con mis parejas -> todas me dijeron que les era 100% indiferente, que les gustaba tal y como era. Pero esto no debe ser determinante. Si tu pareja hace crecer tus complejos, por tu bien mándale a la mierda. - Hacer topless -> al principio era muy difícil, pero con el tiempo me acostumbré y vi que no necesitaba llevar un trozo de tela mojado solo porque el patriarcado ha sexualizado cada parte de mi cuerpo. Además, no había nada que sujetar. - No usar sujetadores con relleno y acabar por no usarlo directamente. - Fijarme en cómo eran las mujeres que no aparecen en las revistas -> solo tienes que pasear por la calle y mirar la variedad de cuerpos que existe. ¡Tu cuerpo no te define! Te lo dio la naturaleza de forma aleatoria y es lo único que seguro seguro te va a acompañar toda la vida, así que por salud aprende a quererlo y luchar contra los mensajes que intenten minar tu autoestima. #feminismo","['Espanha', '#feminismo', 'Legenda', '4']",ESPANHA.docx,DOCX Original,,,,,Espanhol
Espanha_0005,Espanha,"Por la calle señalan a las mujeres que ""enseñan mucho"", borran fotos de instagram donde se vea un pezón femenino, amamantar en público es inadecuado, desnudar el torso en una protesta lo hacen zorras y mamarrachas, el topless sinónimo de provocación. Todo lo que sea porque a nosotras nos apetece es censurable. Y mientras, las calles, los anuncios, las portadas de revistas, los congresos y los eventos deportivos llenos de mujeres cosificadas. ¿La diferencia? Hay una empresa detrás obteniendo beneficios. Usarnos como carnaza, como cebo, sí es legítimo en una sociedad patriarcal y capitalista.","['Espanha', 'Legenda', '5']",ESPANHA.docx,DOCX Original,,,,,Espanhol
Espanha_0006,Espanha,"El género no solo nos adoctrina para ser sumisas, también nos moldea físicamente para adaptarnos al canon de belleza patriarcal, creado por y para ellos. La aprobación externa por nuestro físico es una constante en nuestras vidas. Queda prácticamente por encima de todo, incluso tiene mayor importancia que nuestras habilidades en muchísimos casos. Los medios son los principales canales de imposición de este canon estético. Un buen ejemplo son las películas de superhéroes, que hacen soñar a niños y niñas, aún libres de la cárcel de la realidad. Ellos se proyectarán como poderosos, valientes y líderes, aparte de tener infinitamente más referentes. En cambio nosotras tenemos que conformarnos con pocas referentes (solo hay dos películas centradas en superheroínas: WonderWoman y Capitana Marvel), que reciben comentarios constantes sobre el físico (Viuda negra y WonderWoman), que aunque estén luchando para salvar el mundo están cosificadadas, llevan tacones, falda o maquillaje. Por no hablar de cómo luchan, mientras ellos lo hacen a piñazo limpio, nosotras hacemos una serie de coreografías perfectamente diseñadas para enseñar nuestro cuerpo. Una vez aprendemos a aplicar el análisis feminista entendemos que el patriarcado es estructural y todo lo que se crea parte de él, tenemos que esforzarnos para revertir esa configuración de nuestra mente. Y lo más importante que tenemos que tener presente es que esas grandes empresas de Hollywood (de poder incalculable) están dirigidas por hombres dispuestos a mantener sus privilegios a cualquier precio. Las películas de masas inyectan género en vena, tenemos que educar a las nuevas generaciones para que no absorban esos mensajes y los asuman sin más.","['Espanha', 'Legenda', '6']",ESPANHA.docx,DOCX Original,,,,,Espanhol
Espanha_0007,Espanha,Estos días las redes se inundan de mitos que desdibujan la realidad de la violencia machista. Ayúdame a desmontarlos compartiendo esta info 🙌🏼,"['Espanha', 'Legenda', '7']",ESPANHA.docx,DOCX Original,,,,,Espanhol
Espanha_0008,Espanha,"""Echar algo en la bebida"" (sumisión química) no es un mito, es una realidad que ocurre de manera frecuente. ¿Os ha pasado alguna vez? ¿Y a alguna mujer de tu alrededor? Comparte tu experiencia para ayudarnos entre todas ❤","['Espanha', 'Legenda', '8']",ESPANHA.docx,DOCX Original,,,,,Espanhol
Espanha_0009,Espanha,Ayer pregunté en stories y 🤯 Compartid experiencias en los comentarios para que todas podamos aprender 🫶🏻 Liga como te de la gana en @bumble_es,"['Espanha', 'Legenda', '9']",ESPANHA.docx,DOCX Original,,,,,Espanhol
Espanha_0010,Espanha,"El ghosting es cero responsabilidad emocional. Es muy normal sentir decepción pero hay que tener dos cosas claras: - Tú no eres la culpable. - Mejor si demostró pronto que no era la persona correcta para ti. El amor lleva tiempo construirlo, son los actos, no te creas los cantos de sirenas.","['Espanha', 'Legenda', '10']",ESPANHA.docx,DOCX Original,,,,,Espanhol
Espanha_0011,Espanha,"Las víctimas de violencia de género están sometidas a una manipulación tal que no pueden evitar justificar a su maltratador, es muy difícil darte cuenta de que la persona a la que quieres te está haciendo hundiendo emocionalmente y ejerciendo violencia contra ti","['Espanha', '11', 'Legenda']",ESPANHA.docx,DOCX Original,,,,,Espanhol
Espanha_0012,Espanha,Educación s*xo-afectiva para prevenir la violencia de género ⚠️ Etiqueta a las amigas a las que pueda interesarles esta info ❤,"['Espanha', '12', 'Legenda']",ESPANHA.docx,DOCX Original,,,,,Espanhol
Espanha_0013,Espanha,"¿Pensáis que la sociedad nos conduce a las mujeres a la maternidad como destino ideal? Es muy legítimo no desearla. Muchas madres sufren un enorme sentimiento de culpa por pensar que quizás no era el momento adecuado, por pensar que quizás su vida habría sido mejor si no hubieran sido madres. Pero esto no significa que sean malas o que no quieran a sus peques. También sería interesante explorar otras fórmulas de crianza, como las colectivas, ¿qué pensáis sobre eso? Etiqueta a las madres que conozcas que no se ajustan al modelo tradicional.","['Espanha', 'Legenda', '13']",ESPANHA.docx,DOCX Original,,,,,Espanhol
Espanha_0014,Espanha,"Uno de los argumentos más utilizados para ser madre es “de mayor vas a estar sola”. ¿Qué es estar sola? Las amistades, la familia, compis de trabajo o hobbies o una pareja.. ¿eso no cuenta? Además tener hijos/as no garantiza compañía tampoco. Que tu maternidad sea libre y deseada ❤️","['Espanha', 'Legenda', '14']",ESPANHA.docx,DOCX Original,,,,,Espanhol
Espanha_0015,Espanha,¿Qué comentarios habéis escuchado aquellas que habéis decidido que la maternidad no es para vosotras?,"['Espanha', '15', 'Legenda']",ESPANHA.docx,DOCX Original,,,,,Espanhol
Espanha_0016,Espanha,"""Compórtate como una señorita"" significa que hay una serie de normas a seguir. ¿Quién tiene que seguirlas? Las mujeres ¿Quién hizo y sigue haciendo esas normas? Una sociedad machista y patriarcal ¿Por qué solo para nosotras? Para mantener su sistema de privilegios. Y ¿qué tenemos que hacer nosotras como oprimidas? Cuestionar, aprender, unirnos y luchar. #feminismo #Feministailustrada","['Espanha', '16', '#Feministailustrada', '#feminismo', 'Legenda']",ESPANHA.docx,DOCX Original,,,,,Espanhol
Espanha_0017,Espanha,"Desde que nacemos, aprendemos comportamientos que configuran nuestra forma de desenvolvernos en la sociedad. Esto se hace a través de la socialización, pero es diferente para hombres y mujeres. Esta diferencia de roles son cimientos de la jerarquía sexual, ya que fabrica en masa hombres opresores y mujeres sumisas. A esto las feministas lo llamamos género. Sin darnos cuenta, todos y todas participamos de alguna forma u otra, porque nos han hecho así. El proceso de deconstrucción es largo y hay que mirar todos los detalles de nuestra vida, lo que regalamos a peques de nuestro alrededor también es importante.","['Espanha', 'Legenda', '17']",ESPANHA.docx,DOCX Original,,,,,Espanhol
Espanha_0018,Espanha,"El género condiciona nuestra existencia. No nos cansaremos de señalarlo. Pensar que la sumisión de las mujeres es una ""esencia"" natural, y no el resultado de una institución política llamada patriarcado, anula la lucha por la liberación de las mujeres. Ya que oculta el origen de la violencia machista (el sistema patriarcal), y en tal caso no se podría combatir, y defiende que la opresión que sufrimos forma parte de nuestra naturaleza. Por no mencionar que la idea de ese ""cerebro femenino"" es la excusa que ha tenido la religión primero, y la ciencia patriarcal después, para someter a las mujeres durante toda nuestra historia.","['Espanha', 'Legenda', '18']",ESPANHA.docx,DOCX Original,,,,,Espanhol
Espanha_0019,Espanha,"¿A qué edad empezásteis a sufrir acoso callejero? A esta pregunta casi siempre me responden entre 11 y 13. Miles de mujeres cuentan que han sido acosadas por hombres adultos desde que son menores. Por esta regla de tres hay miles de hombres que acosan a menores. Basta ya de obviar a los hombres en la ecuación de la violencia machista. Las mujeres no son acosadas, agredidas y asesinadas por un ente desconocido. Varones socializados en un sistema patriarcal son los que ejecutan la violencia machista. El patriarcado es una fábrica de hombres violentos, estos no son así por naturaleza. Se acerca el 25N y parece que la sociedad no está preparada aún para señalar que el punto común entre quienes ejercen esa violencia no es la raza, ni la clase, ni la orientación política, es el sexo masculino. Y sí, ya sabemos que ""No todos los hombres son unos violadores"", pero es que todas las mujeres que han sido violadas lo han sido por hombres. Y sí, todas tenemos hombres a nuestro alrededor en los que confiamos y a los que queremos. El rollo este de que somos anti hombres está muy antiguo, next. Ocultar el origen de la violencia impide acabar con ella.","['Espanha', 'Legenda', '19']",ESPANHA.docx,DOCX Original,,,,,Espanhol
Espanha_0020,Espanha,"💪🏽 ¿Qué pasa hoy? Es un día importante, un día marcado en la agenda para recordar objetivos innegociables. Hoy es el día para señalar, para salir a las calles, para comprometerse y sobre todo para coger fuerzas y no sentirnos solas. ⛔️ Basta de centrar las campañas en nosotras, señalad a LOS AGRES0RES y al sistema que los transforma en eso. ⚠️ Y a quien esto le parezca contundente o radical, que se revise por qué la violencia contras mujeres no se lo parece.","['Espanha', 'Legenda', '20']",ESPANHA.docx,DOCX Original,,,,,Espanhol
Espanha_0021,Espanha,"Todavía quedan muchas injusticias contra las mujeres que tenemos que denunciar, ¿que somos extremistas? ¿por unos carteles llamativos? Extremismo es sufrir una desigualdad brutal sin que se tomen las medidas necesarias.","['Espanha', 'Legenda', '21']",ESPANHA.docx,DOCX Original,,,,,Espanhol
Espanha_0022,Espanha,"No se es más o menos feminista por ir a una manifestación. Se pueden hacer mil cosas igual de efectivas que no pongan en riesgo la salud. Además, tenemos que luchar por nosotras todos los días del año 💜 Os dejo aquí esta recopilación de frases y que cada una decida cómo usarlas. Empieza la cuenta atrás 🔥","['Espanha', 'Legenda', '22']",ESPANHA.docx,DOCX Original,,,,,Espanhol
Espanha_0023,Espanha,"Recordemos que necesitamos empoderar a las futuras generaciones. A nosotras nos negaron oportunidades y referentes. Hagamos lo posible por que ellas crean firmemente que son capaces conseguir cualquier cosa, por mucho que la sociedad les diga que no y les ponga mil trampas. ¡Adelante guerreras! Imagen -> página de Feminismo ilustrado.","['Espanha', 'Legenda', '23']",ESPANHA.docx,DOCX Original,,,,,Espanhol
Espanha_0024,Espanha,"Todas estas noticias son el resultado del movimiento feminista, mujeres que se esfuerzan en todos los ámbitos de su vida para que nuestras condiciones vayan mejorando ¡Gracias hermanas! Tenemos un objetivo claro: ¡empoderamiento y liberación!","['Espanha', 'Legenda', '24']",ESPANHA.docx,DOCX Original,,,,,Espanhol
Espanha_0025,Espanha,"Desliza ➡️➡️➡️ Hoy es el Día Internacional contra la violencia hacia las mujeres. Es importante salir a las calles, pero lo fundamental es el día a día. Hay que rechazar cualquier tipo de violencia, explícita o no. No posicionarnos nos hace cómplice de ella. Nos vemos en las calles hermanas 🖤🔥","['Espanha', 'Legenda', '25']",ESPANHA.docx,DOCX Original,,,,,Espanhol
Espanha_0026,Espanha,Todas estas noticias son el resultado del movimiento feminista 💪 mujeres que se esfuerzan en todos los ámbitos de su vida para que nuestras condiciones vayan mejorando ¡Gracias hermanas! 💜💜🤗Tenemos un objetivo claro: ¡empoderamiento y liberación!,"['Espanha', 'Legenda', '26']",ESPANHA.docx,DOCX Original,,,,,Espanhol
Espanha_0027,Espanha,"""Compórtate como una señorita"" significa que hay una serie de normas a seguir. ¿Quién tiene que seguirlas? Las mujeres ¿Quién hizo y sigue haciendo esas normas? Una sociedad machista y patriarcal ¿Por qué solo para nosotras? Para mantener su sistema de privilegios. Y ¿qué tenemos que hacer nosotras como oprimidas? Cuestionar, aprender, unirnos y luchar. #feminismo #Feministailustrada","['Espanha', '#Feministailustrada', '27', '#feminismo', 'Legenda']",ESPANHA.docx,DOCX Original,,,,,Espanhol
Espanha_0028,Espanha,"La sexualidad, construída por y para los hombres, da a las mujeres un papel pasivo, secundario y en consecuencia, nada igualitario. Esto implica que muchas no sean capaces de decirle a su pareja sexual que no lo hacen bien en la cama ni indicarle cómo realmente le gusta y opten por fingir orgasmos. Chicas, mujeres, si vuestras relaciones sexuales no son plenas y satisfactorias ¡no os calléis! Etiquetad a las amigas que creais que deban saber esto.","['Espanha', '28', 'Legenda']",ESPANHA.docx,DOCX Original,,,,,Espanhol
Espanha_0029,Espanha,Nuestras abuelas fueron criadas para ser esposas y madres y educarnos como tal... pero muchas de ellas han comprendido que nuestro destino lo elegimos nosotras 💜 ¿Os pasa con vuestras abuelas?,"['Espanha', 'Legenda', '29']",ESPANHA.docx,DOCX Original,,,,,Espanhol
Espanha_0030,Espanha,"No hay cosas de niño o de niña, ni cerebros azules o rosas, es la sociedad la que nos enseña a ser diferentes. Si estás de acuerdo comparte 💜","['Espanha', '30', 'Legenda']",ESPANHA.docx,DOCX Original,,,,,Espanhol
Espanha_0031,Espanha,"Desde que tengo uso de razón recuerdo anuncios donde chicas les decían a sus amigas que no podían ir a la playa o la piscina con ellas porque tenían vello. Escuchar eso durante toda la vida convierte en un desafío salir a la calle sin depilar. Si te depilas, genial. Si no te depilas, genial. Y recuerda, el vello ajeno no es asunto tuyo. Buen día feministas, hoy me tomo el día libre que es mi cumple 😘","['Espanha', 'Legenda', '31']",ESPANHA.docx,DOCX Original,,,,,Espanhol
Espanha_0032,Espanha,"Me he acordado de este día cuando hablamos sobre amor y sexo, @p8ladas @mariahesse y yo, con @sandrabarneda porque he escuchado a un señor decir que las mujeres son más románticas y los hombres más fogosos por naturaleza. Esto es totalmente falso. La sociedad construye muchas cosas, entre ellas el deseo. Y cuando llevas viendo toda la vida el mensaje de que una mujer muy activa sexualmente es algo que se sale de la norma e inapropiado, al final acabas asimilándolo. No llevamos en el ADN tener menos deseo sexual que los hombres, simplemente la sociedad patriarcal se lo permitió a ellos y a nosotras no. Visibilizad esto cada día hermanas ✊🏾 #feminismo #feministailustrada","['Espanha', '#feministailustrada', '32', '#feminismo', 'Legenda']",ESPANHA.docx,DOCX Original,,,,,Espanhol
Espanha_0033,Espanha,"Las mujeres nos enfrentamos a muchas barreras en el mundo profesional: techo de cristal, suelo pegajoso, brecha salarial, acoso laboral, uniformes machistas, exigencias estéticas... aparte de ser las que dominamos las estadísticicas de empleos precarios y temporales. ¡No os conforméis con una situación de explotación y desigualdad! No tenemos por qué estar todo el rato sonriendo y buscando cosas buenas entre tanta mierda. No es cuestión de tirarlo todo por la borda, pero sí podemos ir buscando otras opciones antes de que la situación nos sobrepase :) #feminismo #feministailustrada","['33', 'Espanha', '#feministailustrada', '#feminismo', 'Legenda']",ESPANHA.docx,DOCX Original,,,,,Espanhol
Espanha_0034,Espanha,Hoy y siempre 💜,"['Espanha', 'Legenda', '34']",ESPANHA.docx,DOCX Original,,,,,desconhecido
Espanha_0035,Espanha,Conozco el proyecto de Tati @beflamboyant.brand desde hace mucho y quería enseñároslo,"['Espanha', 'Legenda', '35']",ESPANHA.docx,DOCX Original,,,,,Espanhol
Espanha_0036,Espanha,"No dejes que el patriarcado te diga cómo debes amar. Las feministas llevamos mucho tiempo reconstruyendo el concepto del amor, uno que no sea dañino para nadie, que no cree dependencia y que no sitúe en el centro de tu vida a otra persona que no seas tú misma. Siempre nos han machacado con estas frases rancias que nos hacen olvidarlo todo por ese flechazo, ese supuesto amor intenso e indestructible desde el primer segundo, para hacernos vulnerables y entregadas ciegamente. Parece que estuviera tallado en piedra cómo es el amor que te hace vibrar, pero nosotras podemos reescribirlo, sacarnos ese veneno que intoxica uno de los sentimientos más intensos que existe. ¿Qué otros mitos del amor romántico deberíamos reescribir? . . . En el enlace de la bio puedes comprar las camisetas con mensajes como estos y todos los beneficios van para las acciones de @intered_ongd","['Espanha', 'Legenda', '36']",ESPANHA.docx,DOCX Original,,,,,Espanhol
Espanha_0037,Espanha,"Otro de los mitos del amor romántico, ese que nos vuelve imbéciles y sumisas y que tenemos arraigado por culpa de las comedias románticas y las pelis Disney es el Mito del emparejamiento. Si no tienes pareja eres una fracasada, eso es básicamente lo que nos quieren transmitir. Pero no! No caigamos en esa mentira! Si el amor aparece en nuestra vida, pues guay, si no, guay también. ¡La única persona imprescindible en tu vida eres tú! Y eso es lo que queremos transmitir desde la campaña ""No puedo vivir sin mi"" en la que colaboro con la ONG @intered_ongd Todos los beneficios van para sus acciones con mujeres y niñas a nivel internacional. Puedes encontrar la camiseta en el enlace de la bio :) Mil gracias!!","['Espanha', 'Legenda', '37']",ESPANHA.docx,DOCX Original,,,,,Espanhol
Espanha_0038,Espanha,"Celebrar el amor con alguien que te respeta, te quiere y te cuida es algo emocionante y maravilloso. Para saber que estamos en una relación sana y feliz antes tenemos que deshacernos de todas esas ideas tóxicas de amor romántico. Desde el feminismo intentamos deconstruirlo, pero solo entre todas y todos podremos cambiar nuestras relaciones y enseñarles a las futuras generaciones cómo querer bien 💜","['Espanha', 'Legenda', '38']",ESPANHA.docx,DOCX Original,,,,,Espanhol
Espanha_0039,Espanha,"La conciliación, una de las eternas olvidadas para gran parte de la sociedad y de la clase política. Reflexión: #lavidamadre","['Espanha', 'Legenda', '39', '#lavidamadre']",ESPANHA.docx,DOCX Original,,,,,Espanhol
Espanha_0040,Espanha,"Escoger en función del mérito es lo ideal SOLO si todos los aspirantes han tenido las mismas oportunidades para llegar hasta ahí. Pero ya hemos visto que eso no es cierto. No solo eso, sino que actualmente ya se viene decidiendo en favor de un género: el masculino. #techodecristal #cuotas #empresa #negocio #negocios #genero #feminismo #feministailustrada","['#negocios', '#empresa', '#techodecristal', 'Espanha', '#feministailustrada', '#genero', '#negocio', '40', '#feminismo', 'Legenda', '#cuotas']",ESPANHA.docx,DOCX Original,,,,,Espanhol
Espanha_0041,Espanha,"El género masculino domina la política, los medios de comunicación, las instituciones y... ¡sorpresa! también la cultura. ¿Qué pensáis de estas cifras? Me sumo al movimiento #SinMujeresNoVoy ilustrando los datos recopilados por Territorio de Nabos. Próximamente la segunda parte 💪","['Espanha', 'Legenda', '#SinMujeresNoVoy', '41']",ESPANHA.docx,DOCX Original,,,,,Espanhol
Espanha_0042,Espanha,"El patriarcado dice: cásate, cuida a tu marido y dale muchos hijos, el trabajo va después. Nosotras decimos: puedes llegar tan lejos como te imagines, crea tu propio camino.","['Espanha', 'Legenda', '42']",ESPANHA.docx,DOCX Original,,,,,Espanhol
Espanha_0043,Espanha,Un buen padre es el que se responsabiliza todos los días de la crianza de su hija/o. ¡¡Etiqueta a madres y padres que conozcas para que cuenten su experiencia sobre corresponsabilidad!!,"['Espanha', 'Legenda', '43']",ESPANHA.docx,DOCX Original,,,,,Espanhol
Espanha_0044,Espanha,Y esta viñeta me recuerda aquello que hablamos de la cantidad de padres que no sabían la edad de sus hijos... 🤯,"['Espanha', 'Legenda', '44']",ESPANHA.docx,DOCX Original,,,,,Espanhol
Espanha_0045,Espanha,"Como ya os contamos, en Feminista ilustrada hemos empezado una etapa centrada en el emprendimiento femenino y el desarrollo profesional. Estamos ofreciento contenido gratuito y de libre acceso para las mujeres que quieran crecer en su carrera profesional ❤️ Os dejamos algunos datos interesantes 💪🏽","['Espanha', 'Legenda', '45']",ESPANHA.docx,DOCX Original,,,,,Espanhol
Espanha_0046,Espanha,"Datos del informe Emprendedoras de EAE Women Initiative @eae_bs Hay entidades que hablan de igualdad pero no tienen un compromiso real, por eso nos alegra tanto cuando comprobamos en primera persona el trabajo que hacen las que sí lo tienen. Podéis encontrar el informe completo en stories y luego en stories destacados. 👉🏽 En 2019, tuvieron en el laboratorio de emprendimiento cerca de 545 alumnos participando y el 47% eran mujeres. En 2020, la cifra se mantuvo muy cerca, llegando al 49%.","['Espanha', 'Legenda', '46']",ESPANHA.docx,DOCX Original,,,,,Espanhol
Espanha_0047,Espanha,Conoce la iniciativa de @ellaconstruye en el canal de @piensoluegoactuoyoigo y ayúdanos a visibilizar el papel de la mujer en el sector de la construcción. #Ad #Colaboración,"['Espanha', '47', '#Colaboración', '#Ad', 'Legenda']",ESPANHA.docx,DOCX Original,,,,,Espanhol
Espanha_0048,Espanha,"Todo lo que necesitamos para empoderarnos está en nuestro interior. Olvidemos las falsas herramientas empoderantes que el patriarcado ha diseñado para nosotras: productos y acciones que en el fondo solo buscan la aceptación de los hombres. Pero el empoderamiento colectivo no basta, porque la desigualdad se combate desde las instituciones. Y si los espacios siguen cerrados a las mujeres, por muy empoderadas que estemos, no vamos a entrar.","['Espanha', 'Legenda', '48']",ESPANHA.docx,DOCX Original,,,,,Espanhol
Espanha_0049,Espanha,"No hace falta que seamos unas mártires del feminismo, podemos aportar mucho con pequeñas decisiones del día a día ¿Qué hacéis vosotras?","['Espanha', 'Legenda', '49']",ESPANHA.docx,DOCX Original,,,,,Espanhol
Espanha_0050,Espanha,"Está siendo una semana especialmente dura, con tanta censura y fascismo legitimado, y la incertidumbre de si, el domingo, cambiarán nuestras vidas y retrocederemos décadas. Solo puedo deciros que, como mujeres, no nos queda otra que luchar, sí o sí por nuestros derechos. Sea cual sea el color que llene los asientos del Congreso tenemos que estar fuertes y unidas. Podéis poner todas las excusas que se os ocurran para no votar: - No quiero participar en este sistema. - No va a cambiar nada - Todos son iguales - No me convence ningún partido. Pero la realidad es que, si no votamos, la derecha suma, y es el comienzo de una etapa donde el machismo, el racismo y la lgtbifobia estarán legitimadas. Gracias por vuestra fuerza estos días. Os habéis volcado con la censura que me acosa desde que empecé a hablar de política diciendo lo que los medios no se atreven. Cada vez sois más las que me decís que no podéis entrar a ver mis stories, que nunca os aparezco en el timeline, que no me encontráis en el buscador, que no podéis etiquetarme... pero no conseguirán que el miedo a perder esta cuenta y todo el trabajo que hay detrás me supere y me silencie. Gracias a todas por compartir mi trabajo. Por si acaso despareciera esta cuenta, como ha ocurrido con otras compañeras, tenéis @mariamurnau para encontrarme. Un abrazo hermanas 🖤🔥","['Espanha', 'Legenda', '50']",ESPANHA.docx,DOCX Original,,,,,Espanhol
Espanha_0051,Espanha,"¡Libérate! ¿A quién se le ocurre decirnos cómo tenemos que ser? ¿Quién se atreve a encadenarnos a normativas sobre nuestras existencias? Nos vestimos como nos gusta, nos ponemos el look que nos encanta, hacemos lo que nos da la gana y nada ni nadie nos manda. Nuestras alas no son para que nadie las enjaule, sino para volar en libertad. Hoy cumpliría 72 años... Ilustración de una servidora con texto de la maravillosa @diva.vegan #freddiemercury #libertad #felizcumpleaños #iwanttobefree #queen","['#iwanttobefree', '#felizcumpleaños', '#freddiemercury', 'Espanha', '51', '#libertad', '#queen', 'Legenda']",ESPANHA.docx,DOCX Original,,,,,Espanhol
Espanha_0052,Espanha,"A mí me gustan las mujeres que se arreglan A mí me gustan las mujeres que son coquetas A mí me gustan las mujeres que son feministas pero poco A mí me gustan las mujeres que quieren ser madres A mí me gustan las mujeres que son convencionales A mí me gustan las mujeres que no se ríen fuerte A mí me gustan las mujeres que ve nopor A mí me gustan las mujeres que saben cocinar A mí me gustan las mujeres que tienen la casa ordenada. . . . Y sigue Y sigue Y sigue ¿Qué más misoginadas habéis oído? Completa la lista y riámonos un poco, no queda otra... #machirulo","['Espanha', 'Legenda', '#machirulo', '52']",ESPANHA.docx,DOCX Original,,,,,Espanhol
Espanha_0053,Espanha,"Montar en bici para las mujeres suponía todo un desafío ya que los hombres lo consideraban poco decoroso, peligroso para la unidad familiar y hasta argumentaban que podía causarles daños físicos. De hecho, existieron no pocos argumentos médicos que avisaban que su uso podía provocar en la mujer daño como esterilidad o aborto, y morales, como excitación sexual. Pronto la bicicleta se convirtió en una forma de desafiar a la sociedad machista de la época y surgieron mujeres que enarbolaron el uso de la bicicleta como símbolo para luchar por la igualdad. Susan Anthony, líder estadounidense por los derechos civiles opinaba que la bicicleta era el objeto que más que ninguna otra cosa había contribuido a la emancipación de la mujer: “Le proporciona sensación de libertad y seguridad en sí misma. Cada vez que veo una mujer sobre una bicicleta me alegro, porque es la imagen de la libertad”, afirmaba en una entrevista realizada en 1896. Precisamente así es como las mujeres empezaron a llamar al vehículo de dos ruedas: “la máquina de la libertad”. Artículo de @s_moda, lo dejo por unos dias en mi bio. #diamundialdelabicicleta #bicicleta #libertad #mujeresquepedalean #mujeresalpoder","['53', 'Espanha', '#bicicleta', '#libertad', 'Legenda', '#mujeresquepedalean', '#mujeresalpoder', '#diamundialdelabicicleta']",ESPANHA.docx,DOCX Original,,,,,Espanhol
Espanha_0054,Espanha,"""Tienes los hombros muy cuadrados"" o ""muy estrechos"", no recuerdo muy bien cuál era mi ""problema"", ni me lo había planteado, pero los tenía ""muy algo"", estéticamente hablando. En otra ocasión me dijeron ""tienes demasiadas pecas y lunares"" ¿Demasiados para qué? Pocas tetas, mucho culo, poco bronceada, muy lacio, sin curvas, muy fofo, poco curvo, sin brillo, muy caído, tan canoso, muy desigual, poco vigoroso... ¡Ahhh! Hasta el moño, estamos hasta el moño. A Nerea Rodríguez de OT la criticaron hace unos días por tener muchos pelos en los brazos... ¿Muchos para qué? ¿Por qué? ¿Quién lo estipula?... y lo que es mejor, ¿por qué he de obedecer y encajar con tu mierda de canon de belleza? Deconstrúyete y hablemos de las cosas importantes de la vida... Dedicada con amor y humor a ~C~ 😉 #feminismo #bastaya #abajoestereotipos #micuerpomisreglas #nerearodriguez","['#micuerpomisreglas', '#nerearodriguez', 'Espanha', '#bastaya', '54', '#abajoestereotipos', '#feminismo', 'Legenda']",ESPANHA.docx,DOCX Original,,,,,Espanhol
Espanha_0055,Espanha,"Hoy es el #diainternacionaldelaeducacion. Educar en valores, en respeto y en igualdad. Que aun con las bragas bajás y a punto de comenzar el guateque, te diga 'no' y sea NO. Que no me presiones para que te mande fotos privadas, más si es con intención de usarlas sin mi consentimiento. Que no me juzgues por el largo de mi falda. Que cuando me disponga a hablar no me cortes y hables en mi lugar. Podría seguir y seguir y seguir... Por una educación feminista, que nos beneficia a todos y todas. #educacion #stopbulling #noesno #feminismo","['#diainternacionaldelaeducacion', '#noesno', '#educacion', '55', 'Espanha', '#stopbulling', '#feminismo', 'Legenda']",ESPANHA.docx,DOCX Original,,,,,Espanhol
