país,codigo legenda,texto,idioma
Chile,*chi_cyber *legenda_49,"Este es un ejemplo de cómo agencias publicitarias y marcas usan temas sin entender el trasfondo, únicamente para mantenerse relevantes y ser parte de la conversación porque creen que está de moda, para así lucrar y llegar a más gente. El 8M es una fecha para conmemorar, no para celebrar, ni menos para sacar provecho. A pocos días del 8M decimos no queremos ver esto. Exigimos que las empresas se hagan responsables de sus publicidades, sobre todo si utilizan a profundas causas sociales, como es el 8M. No es un promoción ni un concurso. Esto trasciende a ganar unos likes e intentar quedar bien, aparentando ser inclusivos. Hay mujeres que no están. No hay nada que celebrar. Les recordamos que en sus propias empresas y agencias de publicidad se discrimina y precariza a la fuerza laboral femenina. Pueden, y podemos, hacerlo mejor Cuestionémonos en el propio lugar de trabajo sobre qué estamos haciendo para equiparar la cancha entre los/las/les trabajadores. ¿Para el #8M, damos espacio para que trabajadoras vayan a manifestarse? ¿Hay mujeres en roles de liderazgo? borró el post, pero lo importante sería que replantearan la publicidad o, mejor, que revisen sus políticas internas respecto a equidad_de_género. Eso sí sería interesante de conocer. Y nos preguntamos si planean premiar frases como Aborto libre y seguro en Chile, Equidad de género en las empresas y agencias publicitarias. Probablemente nos dirán no era la intención, que lo entendimos todo mal. Nosotras les invitamos a reflexionar concienzudamente sus campañas y mensajes, para que realmente aporten al cambio y a ver el #8M como el día que es: un espacio para conmemorar y reivindicar una lucha social que va más allá de una hamburguesa y una campaña publicitaria colorida. Finalmente, llamarlos a dejar de mirarse la punta de los zapatos y tener respeto por todas las víctimas que han sido y son violentadas diariamente. Allí está la lucha. Basta de utilizarnos para ganar premios, basta de genderwashing.",Espanhol
Chile,*chi_cyber *legenda_50,"Para las que marchan, para las que se van a huelga, para las que apoyan desde sus trabajos y hogares, para todas las que día a día pelean por la igualdad. Por las bacanas, que hacen su camino propio y creen en la libertad de elegir la vida que imaginan, con rebeldía y con fuerza. Hoy no publicaremos una biografía para adherir a las manifestaciones, y conmemorar a todas las que han salido a las calles a luchar por nuestros derechos.",Espanhol
Chile,*chi_cyber *legenda_51,"La académica italiana es una reconocida feminista y teórica política del anticapitalismo. En los años 70 participó de la creación del Colectivo Feminista Internacional, el que lanzó una campaña por el reconocimiento y remuneración del trabajo doméstico. Autora de varios libros, incluyendo Calibán y la bruja. Descubre más citas como esta en nuestro nuevo libro Citas Bacanas: Voces que inspiran, una recopilación de 200 frases inspiradoras, conmovedoras y remecedoras de mujeres de todo el mundo y todas las épocas",Espanhol
Chile,*chi_cyber *legenda_52,"Hoy, en MujeresBacanas conmemoramos el Día de la Mujer. Pero todas sabemos que con un día no basta. Que la igualdad de género se construye día a día, todo el año; que se trabaja y se lucha en cada momento, alertas a los retrocesos y fomentando el cambio social profundo. Nuestros ocho años aportando en visibilizar la equidad de género, nos reafirman que: El feminismo es necesario hoy, y siempre, ya que aún nos queda mucho camino por recorrer para vivir una vida más plena en derechos, libre de acoso, con los mismos salarios, con el reconocimiento y remuneración de los cuidados y más. Juntas, hoy, mañana y siempre. Todos los días.",Espanhol
Chile,*chi_cyber *legenda_53,"¿¡Hasta cuándo con el machismo!? ¡ESTAMOS HARTAS! Este titular de una nota del newsletter de Cruz Verde es tremendamente violento. Una vez más nos hacen entender que toda la responsabilidad de la casa, los niños e incluso la pareja, es nuestra. El lenguaje crea realidades. Y el mensaje que esta nota nos deja es tú, mujer, eres la responsable de la casa, la limpieza, la crianza y tu pareja, y además, ojalá facilites el trabajo del otro que vale más. Porque finalmente, decir que en algunos casos la mujer facilita el trabajo de sus parejas en casa es como decir que ellas no trabajan. Ellas no facilitan el trabajo de otros, ellas trabajan en la casa haciendo cosas de la casa. Es decir, además de minimizar que nuestro trabajo sea pagado o no, se invisibiliza. ¿Qué pasó, @farmaciascruzverdeoficial? Esto es violencia simbólica. Estamos chatas de este tipo de notas, de este tipo de enfoques, de este tipo de mensajes que nos siguen llegando día a día. ¿Piensan en el mensaje que entregan a las nuevas generaciones? ¿De verdad quieren seguir siendo cómplices de la perpetuación del machismo a través de los roles estereotipados de género? Esto una vez más nos reafirma que hay que seguir haciendo ruido y luchando por nuestros derechos.",Espanhol
Chile,*chi_cyber *legenda_54,"¡Hasta cuándo!  Por muchos años, las mujeres hemos tenido que pasar por situaciones que nos menoscaban y cosifican, donde hemos sido objeto de crítica, burla y cuestionamiento social respecto a nuestro cuerpo. Esta publicidad es un claro ejemplo de ello. ¿Es que acaso debemos vivir para satisfacer a los hombres? ¿De verdad? ¿Qué les pasa @monoitikitahitioficial ? ¿Este es el mensaje que desean transmitir? ¿Cómo esperamos que niñas, adolescentes y adultas, luchen contra estereotipos, contra los roles patriarcales en un núcleo familiar, cuando la sociedad te bombardea con mensajes como estos? Esta nefasta publicidad, aparte de tener un alto contenido erótico, pone a la mujer en un rol que no debemos seguir avalando: básicamente nos están diciendo que lo que nos define es la mirada masculina, que nuestra autoestima depende de ser capaces de seducir hombres y reduce nuestro valor únicamente a nuestra belleza. ¡ENTIENDAN! No nos construimos para satisfacer al sexo opuesto, somos más que bronceado, bikini y líbido (y la heterosexualidad no es lo único que existe, por si todavía no se habían dado cuenta). Esto ya no es algo personal, es algo social y político, y no estamos dispuestas a transar más. Esto es violencia simbólica, es seguir encasillándonos como meros objetos de deseo y reduciéndonos como mujeres, ¡no puede seguir ocurriendo!",Espanhol
Chile,*chi_cyber *legenda_55,"He aquí un espécimen de aquellas personas, sobretodo hombres, que están desesperados ante el despertar de tantas mujeres a lo largo del mundo, y que utilizan cualquier oportunidad para atacar y desbordarse de misoginia y machismo. Este señor utiliza dos términos (concubina y amante) para referirse a Irina, palabras que a lo largo de la historia se han usado de forma peyorativa para humillar y disminuir a las mujeres porque tal como dice, según él nosotras debemos saber cual es nuestro lugar: bien calladitas a la sombra de un hombre. Independiente de si estamos de acuerdo o no con que ocupe el cargo, en primer lugar Tomás, si ella no hubiese optado por ser primera dama, no tendrías por qué pedir audiencia con ella. y en segundo lugar, con mucho respeto, palabra que evidentemente no conoces, te pedimos que si en alguna ocasión vuelve a pasar por tu cabeza volver a referirte así respecto a cualquier mujer, por favor guarda silencio.",Espanhol
Chile,*chi_cyber *legenda_56,"¿Qué se sabe del impuesto rosa? Se llama impuesto rosa, al costo adicional de productos que son  destinados a mujeres, pese a ser funcionalmente aptos para hombres y mujeres, por lo que su costo en producción no varía. Exigimos que esto SE ACABE. Existen estudios que han expuesto estas altísimas diferencias. Esto es violencia_simbólica económica, y se suma a la injustificable diferencia que existe en el sistema financiero respecto a las tasas de interés entre mujeres y hombres, donde nuevamente las más perjudicadas somos nosotras. Sueldos más bajos, menores posibilidades de acceder a cargos más altos, más dificultades para trabajar debido al rol de cuidadoras, pero planes de salud más caros, tasas de interés más altas, impuestos más caros en productos solo por ser para nosotras ¿en serio? Ganamos menos, pero pagamos más.  ¿Solo por ser mujeres se nos cobra de más? ¿Hasta cuándo? Y como broche de oro uno de los presidenciables quiere eliminar el ministerio de la mujer, si ya con su existencia poco avance tenemos en todas las injusticias que nos perjudican ¿qué pasará cuando se nos invisibilice aún más como sujetas de derecho? Por lo demás, el rosado no es un color propiamente de la mujer, los colores son de uso común. Basta con la segregación, calificación y ahora violenta diferencia económica.",Espanhol
Chile,*chi_cyber *legenda_57,"De los mismos creadores de Siéntate como señorita y compórtate como una dama llegó Si andas en tus día a nadie le interesa saber. Cada día esta sociedad machista y misógina, nos violenta con distintos mensajes como estos, en los que este tipo de personas se cree con la autoridad de decirnos cómo actuar, qué decir, qué hacer o no, y lo peor, lo hacen de una manera indigna y humillante. Al parecer, para estos machitos como Alamiro Salazar, estas formas de referirse a las mujeres son correctas. Es inaceptable que un organismo del Estado nos vulnere de esta forma. Es vergonzoso que se sigan perpetuando estas conductas sexistas desde entidades gubernamentales. Alamiro, se llama MENSTRUACIÓN y es algo completamente natural. JAMÁS es motivo de vergüenza, ni algo que debamos callar las personas menstruantes. Lo único que hay que callar y censurar son pensamientos ignorantes y cavernícolas como el tuyo. Exigimos que se tomen medidas al respecto desde el se pronuncie al respecto.",Espanhol
Chile,*chi_cyber *legenda_58,"Cuando llega el verano, nos invaden publicaciones que invitan a tener un cuerpo mejor del que ya tenemos. Lamentablemente, esos mensajes muchas veces provocan un sentimiento de culpa, emociones y sensaciones de insatisfacción, frustración y vergüenza, entre tantas otras. Esto puede llevarnos a realizar acciones que pueden ser dañinos en pro de calzar en una idea o imagen de lo que es un cuerpo ideal: dietas extremas, fajas Además de todo, publicidades como estas están dirigidas, en su mayoría, a nosotras las mujeres, a quienes se nos impone la necesidad de cumplir con ese cuerpo descrito como perfecto, omitiendo la realidad de cada una. Titulares erróneos, publicidad sexista y llena de exigencias sociales que aún no se replantean. No es operación verano como si se tratara de una batalla que debemos librar contra nosotras mismas, contra nuestro cuerpo. Deberíamos centrarnos en tener una relación positiva con nuestro cuerpo, mantenernos saludables siempre, no únicamente en verano para calzar en cánones determinados. ¿Has recibido correos así?",Espanhol
Chile,*chi_cyber *legenda_59,"CitasMujeresBacanas Las hermanas Brontë eran algo ariscas y alejadas de lo que se esperaba de las mujeres victorianas de la época, que era básicamente casarse y dedicarse a las labores domésticas. Eran solteras a las que les interesaba más que nada leer y escribir, aunque cada una vivió sus amores que quedaron plasmados en sus novelas semibiográficas. Como hijas de pastor no tenían dote que ofrecer y tampoco eran particularmente agraciadas para conseguir un marido. La otra alternativa era estudiar pero como no podían costearlo, se dedicaron a la enseñanza trabajando como profesoras e institutrices. Con necesidades económicas que resolver, las hermanas decidieron publicar sus escritos para ver si lograban juntar algo de dinero. Escribieron un poemario en conjunto pero lo hicieron usando seudónimos masculinos; firmaron como Currer, Ellis y Acton Bell. Así se evitaban los prejuicios machistas propios de la época. Les fue bien en críticas pero mal en ventas, entonces decidieron publicar novelas por separado pero manteniendo sus identidades masculinas. A lo largo de 1846, las tres hermanas se dedicaron a escribir; Charlotte creó Jane Eyre; Emily, Cumbres Borrascosas, y Anne, Agnes Grey.",Espanhol
Chile,*chi_cyber *legenda_60,"La primera mujer ginecóloga y partera de la historia, Hagnódica, también conocida como Agnódice, fue una ateniense del siglo IV a.C. quien tuvo que vestir como hombre para ejercer una profesión prohibida para su sexo. Su historia fue narrada por el escritor romano Higino, y aunque algunos disputan su veracidad, ha sido la inspiración para parteras y doctoras a través de los siglos. Fue su padre quien la ayudó a cortarse el pelo, vestirse como hombre y pagó su formación con Herófilo de Calcedonia, un médico griego de la Escuela de Alejandría. Luego viajó a Egipto para seguir estudiando y obtuvo los títulos necesarios para trabajar como especialista en ginecología y partera. Agnódice regresó a Atenas. Usando ropa masculina comenzó a atender y a asistir los partos de las mujeres. Para que se sintieran tranquilas y en confianza Agnódice les hacía saber que era una de ellas levantando su bata. De a poco se empezó a correr la voz y los médicos comenzaron a tener cada vez menos pacientes. Envidiosos, unidos también a un grupo de maridos celosos, idearon un complot contra el nuevo especialista. Las acusaciones llegaron a tal que incluso dijeron que había violado a algunas de las mujeres. Cuando las autoridades la llevaron a juicio tuvo que demostrar su inocencia evidenciando públicamente que era mujer. La declararon inocente de los cargos que se le imputaban, pero fue condenada a muerte porque estaba prohibido que siendo mujer se desempeñara como médica. Las mujeres y pacientes que la conocían la defendieron. Este hecho además de lograr evitar la pena, hizo que las mujeres ganaran su derecho a formarse y trabajar como parteras o matronas.",Espanhol
Chile,*chi_cyber *legenda_61,"Brisa Stempelet es una mujer emprendedora de la región de La Araucanía que se ha abierto camino en el masculinizado mundo de la mecánica. Viene de una familia de mecánicos, y con determinación y habilidades adquiridas junto a su padre y hermano, Brisa se enamoró de este rubro y decidió convertir su pasión en un negocio propio. Mi primer contacto con la mecánica fue cuando desarmé el auto de mi padre, un Toyota. Desde entonces, me gustó mucho y me dedico a desarmar y armar motores. Me encanta lo que hago y quiero enfocar mi taller en trabajar con maquinaria pesada, especialmente en el área de tractores, dice. Así nació Onde la Brisa, su taller mecánico en Pitrufquén. Brisa no se amedrentó por los obstáculos que se le presentaban en el camino. Con perseverancia, se ganó a su clientela gracias a su honestidad y dedicación. Brisa cuenta: Mi desafío más grande ha sido ganarme la confianza de los clientes, especialmente por ser mujer en un rubro dominado por hombres. La honestidad es un valor fundamental en mi taller, y siempre trato de establecer una relación de confianza con mis clientes. Es importante que ellos confíen en mí y en mi trabajo. Brisa ha trabajado arduamente para formar un espacio donde más mujeres puedan unirse a su pasión por la mecánica. Su visión es convertir su taller en el primero en la comuna y la región, donde mujeres talentosas trabajen en maquinaria pesada. Brisa ha contado con el apoyo de programas como Balloon Latam, en el que recibió un reconocimiento en activos que le permitió arrendar el taller, además de vincularse con DERCO Maquinaria, gracias a quienes ha podido ampliar su conocimiento a través de capacitaciones y establecer contactos con otros emprendedores.",Espanhol
Chile,*chi_cyber *legenda_62,"El 10 de septiembre es el Día Mundial para la Prevención del Suicidio, organizado por la Asociación Internacional para la Prevención del Suicidio (IASP), copatrocinada por la OMS. Su objetivo es demostrar que estos actos se pueden prevenir. Cada año, el suicidio se encuentra entre las 20 principales causas de muerte a nivel mundial para personas de todas las edades. Es responsable de más de 800.000 muertes, lo que equivale a un suicidio cada 40 segundos. ¡Prevenir el suicidio con frecuencia es posible y eres un elemento clave en su prevención! Puedes marcar la diferencia: como miembro de la sociedad, como familia, como integrante de un vecindario, como amiga, colega, etc. Hay muchas cosas que puedes hacer todos los días para prevenir la conducta suicida. Puedes concienciarte sobre el tema, formarte y conversar con los demás sobre las causas del suicidio y sus señales de alerta, mostrar compasión y cuidado a quienes se encuentran en peligro en su círculo cercano, cuestionar el estigma asociado con el suicidio, la conducta suicida y los problemas de salud mental e incluso puedes compartir tus propias experiencias. Si tienes datos de fundaciones y/o organizaciones que trabajen en la prevención del suicidio, déjalos en los comentarios.",Espanhol
Chile,*chi_cyber *legenda_63,"En este día queremos hablar de la importancia de reconocer los distintos tipos de violencias y los nombrar para los identificar. Tambien queremos hacer enfasis en que las violencias son interseccionales y que muchas veces estan entrelazadas y responden algo mas estructural. Como Rebelión del cuerpo estamos comprometidas luchando encontra de la violencia hacia las mujeres todo el año, tenemos como objetivo visibilizar la violencia simbólica, esa violencia que es casi invisible, que recibimos a diario y de manera constante, que parece inofensiva pero que opera de una manera silenciosa se metiendo en nuestro inconciete y ayudando a que todas las otras violencias sean normalizadas.",Espanhol
Chile,*chi_cyber *legenda_64,"Lo personal es político. no eres la única que fue educada para calzar en esta construcción social de perfección  tu cuerpo debe dejar de ser el espacio de batalla. No le demos más poder a la industria de la inseguridad. Que no importa las 1001 críticas que recibas, yo sé lo qué eres y porqué lo eres. Que yo te acepto y te respeto. Que te considero una mujer espectacular, despeinada por la mañana o sudada por la tarde. Que yo acepto cada estría y cada cicatriz de tu cuerpo, porque así estás perfecta. Que yo te daré el valor que nadie más podrá darte. Que aunque las personas sean pasajeras yo seré permamente. Que te prometo que te amaré hasta que me muera, y te amaré a ti antes de amar a otros. Repite cada mañana frente al espejo.",Espanhol
Chile,*chi_cyber *legenda_65,"Premio Nacional de Derechos Humanos del INDH 2022, la activista peruana Elizabeth Andrade Huaringa es la 1ª migrante en recibir este galardón. Educadora de párvulos y actual estudiante de técnico en trabajo social, lucha por los derechos de las mujeres y de las personas migrantes en Chile. A pesar de que el dinero siempre fue escaso en su familia, creció en una comunidad donde todos se ayudaban. A los 16 años fue incorporada a un convento donde estuvo por 1 década, llegó incluso a hacer votos temporales. Cuando salió su mamá le dijo que estaba yendo por mal camino y le pidió que se mudara a Chile con su hermana. Emigró en 1995, se asentó en la Región de Antofagasta. Se casó, tuvo a su hija Kimberly y sufrió de violencia intrafamiliar. Trabajó como asesora del hogar y después como asistente de párvulos. Pese al miedo, se separó y se trasladó a vivir a un campamento, Nuevo Amanecer Latino, en 2015. Ahí se convirtió en dirigenta. Reconoció las dificultades que atravesaban la mayoría de los migrantes, la discriminación y abuso que sufrían. Se dio cuenta de lo importante que era empoderar a quienes habitaban el lugar, sobre todo a las mujeres. Muchas también habían sido víctimas de VIF. Brindó asesorías en materia de vivienda, igualdad de género y derechos humanos. Creó la agrupación Rompiendo Barreras que luego se transformó en una corporación que reúne a ocho comités del macrocampamento, Los Arenales. Gestionó la electrificación, el acceso al agua potable y el estudio de suelo del conjunto de sitios. Llevó a cabo el proyecto Jardín Comunitario Los Arenales, un espacio autogestionado de mujeres sin trabajo que quieren superar la violencia_de_género. Cofundó la Red Nacional de Organizaciones Migrantes y Promigrantes de Chile para luchar por los derechos de las personas, para construir una sociedad más inclusiva e intercultural.",Espanhol
Chile,*chi_cyber *legenda_66,"Culturalmente se nos inculca un único tipo de amor: el amor romántico. Este modelo nos dice cómo tenemos que querer, cómo tenemos que sentirnos, cómo tenemos que comportarnos y, por ende, cuáles son las expectativas que tenemos que tener de cómo deberían querernos también. El amor romántico pone el amor de pareja en el 1º lugar de la jerarquía, planteando la idea de la media mitad. La dependencia emocional se viste de romanticismo para decirnos que estamos incompletas si no tenemos una pareja y que no conoceremos la verdadera felicidad hasta que la encontremos. El amor romántico es monógamo, solo podemos y debemos querer a una persona. Y esa persona debe solamente querernos de vuelta. Conductas posesivas aparecen como demostraciones de amor, los celos y el adueñarse de la otra persona son formas de mostrar que realmente te importa. El amor romántico es mágico y ocurre en un instante. El amor a primeira vista se nos vende como una señal de amor verdadero, en vez de como una idealización de otra persona basada simplemente en las expectativas que le proyectamos. El amor romántico es para siempre. No importa si implica pasarte a llevar a ti misma, porque el amor debe ser incondicional. Todas estas creencias han sido perpetuadas por nuestra cultura y la música es un reflejo de eso. Por eso hoy las invitamos a mirar críticamente las canciones de amor, ¿qué cambios le harían al amor que nos venden las canciones? Toma una captura a una letra de canción que consideres que perpetúe el amor romántico, corrígela y etiquétanos para que hoy juntas construyamos otras formas de amar.",Espanhol
Chile,*chi_cyber *legenda_67,"A veces los medios nos dejan con una sensación agridulce. Mientras, por un lado, se visibiliza el trabajo de Paula Navarro, una mujer que está haciendo historia en el fútbol chileno por su trabajo como DT, por otro lado aparecen preguntas que siguen dejando en evidencia el trato diferente cuando se habla de hombres o de mujeres. Tal como responde Paula Navarro, este tipo de preguntas no se las realizan a entrenadores de grupos masculinos. ¿Por qué al hablar de equipos femeninos sí es tema? ¿Por qué cuando se habla de mujeres se sienten con la libertad de pasar esa barrera a lo privado? Ahondemos más profundo: ¿qué pretende latercera com buscar con esta pregunta? ¿Estereotipar a las jugadoras de futbol? ¿Cuestionar su trabajo de acuerdo a su orientación sexual? Y es que ¿qué importa si hay jugadoras lesbianas? ¿Es relevante la orientación sexual a la hora de jugar? (¿O para cualquier trabajo o rol que cumplas en la sociedad?). Este tipo de preguntas demuestran aún la diferencia de género y la violencia simbólica que se vive en los diferentes ámbitos, sobre todo en áreas donde no están acostumbrados a ver a mujeres resaltar y se cree que son solo espacios para hombres. Están equivocados. Los espacios se abren y amplían y cada vez más levantamos la voz, así como Paula, para mostrar esas diferencias: los hombres tienen vozarrón y no les dicen histéricas o ridículas, ¿por qué? ¡Basta! Seguiremos denunciando este tipo de diferencias, hasta que logremos equiparar la cancha, tanto en el fútbol, como en la sociedad y los medios de comunicación.",Espanhol
Chile,*chi_cyber *legenda_68,"En el año 2019 realizamos la encuesta Amor y relaciones de pareja con el objetivo de conocer las creencias y expectativas que existen en torno al amor y a las relaciones de pareja. Para ello, convocamos por redes sociales para responder la encuesta de manera online, en la que participaron un total de 2881 mujeres mayores de 14 años, y cuyos resultados podemos ver en este post. Queríamos saber cómo impacta en nosotras lo que por generaciones se ha ido construyendo en relación al amor y a cómo ser pareja en una relación amorosa: desde las canciones que escuchamos, los dibujos animados que vimos mientras crecíamos, las telenovelas y películas, donde abundan frases que romantizan la idea del sufrimiento y devoción como la célebre El amor todo lo puede y todo lo soporta, la cual peligrosamente puede llevar a situaciones de dependencia emocional que implica soportar algunos tipos de violencia, ya que se normalizan conductas dañinas desde y hacia la pareja. Por ello, es necesario develar los mitos del amor romántico, los cuales se sustentan en una ideología patriarcal que subordina a las mujeres a un rol pasivo, donde se nos muestra como personas que esperan a un otro que nos complete, nos entregue protección a cambio de abnegación o que debemos soportar todo a cambio de no estar solas. Asimismo, normalizan los celos como muestra de amor, cuando en realidad no es más que control y posesión sobre otra persona, lo que consolida la idea de que amor y maltrato son compatibles. Hoy, en la previa del 14 De Febrero, cuando mundialmente se celebra el día de los enamorados, queremos compartir estos resultados para desprivatizar las experiencias y empezar a deconstruir las enseñanzas que el patriarcado ha dejado en nosotras, para empezar a conocernos mejor, querernos mejor, querer a un otre mejor y por sobre todo, saber cómo un otre debe quererme mejor. ¿Qué opinas sobre estos resultados? Te leemos.",Espanhol
Chile,*chi_cyber *legenda_69,"Activista india, Laxmi Agarwal es sobreviviente de un ataque con ácido. Ha hecho campañas como Stop Acid Attacks y fundó la ONG Fundación Chhanv para ayudar a las víctimas a rehabilitarse y elevar sus voces. Protagonista de desfiles de moda y campañas de belleza, trabajó como presentadora de un programa de televisión. Cuando tenía 15 años, Naeem Khan, un hombre de 32, le propuso matrimonio. Ella dijo que no. Él insistió enviándo mensajes, diciéndo que la amaba, que le diera una respuesta. Un día, cuando Laxmi esperaba el autobús, Naeeml junto a Rakhi, la novia de su hermano, le tiraron ácido en la cara. Su rostro quedó irreconocible, no se miró en el espejo durante 100 días. 4 años después de la agresión salió a la calle con la cara descubierta. Comenzó a formar distintos grupos de ayuda. Brindó espacios seguros para que las niñas que habían sufrido este tipo de violencia pudieran jugar, hacer amigas y recuperar la confianza sin temor al juicio social. Juntó 27 mil firmas para pedirle a los miembros de la Corte Suprema de India que crearan nuevas leyes para frenar la venta de ácido. Con el apoyo de su mamá y papá llevó su caso a tribunales. Guddu Naeem fue condenado a 10 años de prisión y Rakhi a 7. En 2013, la Corte Suprema determinó que era necesario restringir la venta de ácidos, compensar a las sobrevivientes, ofrecerles cuidados posteriores y facilitar su rehabilitación. Recibió el Premio Internacional a las Mujeres de Coraje en 2014. Fue elegida como la india del año de NDTV y en 2018 la galardonaron con el Premio Madre Teresa. Por su contribución a la sociedad, fue honrada en el famoso programa La próxima superestrella de la India donde retrataron la historia de su vida. Con la intención de mutilar, torturar o matar, los ataques con ácido son una forma de violencia_de_género que trasciende las fronteras geográficas. El 80/100 de las víctimas son mujeres y según declaraciones dadas por Acid Survivors Trust International en 2019, estimaron que se producen alrededor de 1.000 agresiones con ácido al año.",Espanhol
Chile,*chi_cyber *legenda_70,"Es conocida como la experta del amor. Helen Fisher es antropóloga y bióloga estadounidense, investigadora del comportamiento humano en la Universidad Rutgers. Lleva 30 años estudiando el amor romántico desde un punto de vista científico. Su charla TED es una de las más vistas por su categorización de tipos de amor y explicaciones concretas como el efecto de la química cerebral.",Espanhol
Chile,*chi_cyber *legenda_71,"Tras la publicación en el diario oficial, la Ley Karin ya es realidad! Esta ley viene a aportar en la disminución de la brecha de de género poniendo en foco la prevención y sanción del acoso sexual, laboral y violencia en el trabajo. Aún asi creemos que falta mucho por avanzar en materia legislativa en violencia por razones de género. Llamamos a las autoridades a seguir trabajando en las propuestas y leyes que contribuyan a la equidad y dignidad de las personas en nuestro país. ¿Qué piensas de estos avances para evitar el acoso en lugares de trabajo? ¿Crees qué es suficiente para disminuir situaciones de acoso?",Espanhol
Chile,*chi_cyber *legenda_72,"¡ALERTA DE VIOLENCIA POLÍTICA! Condenamos el intento de la derecha por desacreditar a Carolina Arredondo, nueva Ministra de la Cultura, las Artes y el Patrimonio, en base a cuestiones que corresponden a su ejercicio profesional. Esto es clara expresión de que no tienen argumentos para atacarla, cayendo en un acto de discriminación contra las mujeres, específicamente de Violencia Política contra una mujer, mediante la objetización, cosificación y sexualización de su corporalidad en contexto de su trabajo como actriz. Cuando un sector político ataca a una mujer que ocupa un cargo público aludiendo a razones de la vida personal, cargada de prejuicios y estereotipos con el único objetivo de desmoralizar, desmerecer, desacreditar y amedrentar, se trata de misoginia y Violencia Política hacia las mujeres por razones de género. Este tipo de violencia intenta expulsar o mantener fuera a las mujeres de espacios de toma de decisiones para restaurar y sostener un orden patriarcal regresivo. Se debe quitar todo piso y tribuna a proyectos de derecha y sectores conservadores que levantan tales grados de misoginia y violencia, sin medias tintas. Una gran parte de la opinión pública lo ha sancionado, pero su sector no. Toda nuestra solidaridad con la nueva Ministra Carolina Arredondo, porque su carrera la sostiene con profunda legitimidad y porque no tiene importancia de quién sea hija. Y extendemos nuestro compromiso irrestricto con la erradicación de todas las formas de violencia y apoyo a todas las mujeres que cotidianamente sufren violencia_política. La violencia_política por razón de género contra una mujer, es un ejercicio de violencia contra todas nosotras.",Espanhol
Chile,*chi_cyber *legenda_73,"Hace unos días les preguntamos cómo ha sido la relación que han tenido con sus figuras paternas y nos llenó de emoción ver la cantidad de respuestas diversas y sinceras que todas nos mandaron. Gracias a estas respuestas pudimos tener una pequeña radiografía del tipo de vínculo afectivo que existe actualmente en nuestra comunidad con sus papás, que nos hace pensar que, si bien hay muchas que tienen una relación sana, hay otros que aún enrostran un camino que queremos ayudar a construir basados en la equidad, la educación sin machismos y sin sexismos. Hoy se celebra el día del padre en Chile, y como Rebelión del Cuerpo sabemos que la figura paterna tiene una influencia importante en la formación de los hijes. Como feministas tenemos la convicción de que los hombres tienen que hacerse cargo de su rol desde la responsabilidad afectiva, la coparentalidad y el cuidado respetuoso y presente con sus niñes. Para nosotras es esencial que los padres eduquen desde el feminismo, es decir, que no fomentan el machismo, la superioridad de género ni los miedos en mujeres para desarrollar todos sus intereses. No olvidemos que los hombres que se deconstruyen logran educar mujeres valientes, libres y seguras y a niños sin miedo de conectarse y expresar sus emociones libremente. Feliz día a todos los padres que están presentes en la formación de sus hijes.",Espanhol
Chile,*chi_cyber *legenda_74,"El pasado 11 de febrero se conmemoró el Día Internacional de la Mujer y la Niña en la Ciencia, fecha que reconoce el rol clave que desempeñan las mujeres en el mundo STEM, apelando a la comunidad internacional a garantizar el acceso a los campos de investigación de manera plena e igualitaria. Es importante recordar que la igualdad de género es vital para el progreso económico y sostenible del mundo, sin embargo aún persisten grandes barreras en el mundo STEM. ¡Por más mujeres STEM! Te invitamos a conocer a grandes chilenas del área en Inspiradoras, un proyecto del Ministerio de Ciencia, Tecnología, Conocimiento e Innovación, desarrollado con apoyo del Ministerio de la Mujer y Equidad de Género, de cuadernillos descargables que pretenden visibilizar a una diversidad de mujeres chilenas dedicadas a estas disciplinas. Te invitamos a conocer sus relatos, los que han sido agrupados por cada letra del acrónimo, esperando que amplíen la forma en que percibes el mundo y puedan incentivar tu curiosidad y reflexión sobre el apasionante mundo STEM.",Espanhol
Chile,*chi_cyber *legenda_75,"Janet Figueroa es una muralista textil que formó el proyecto Las Bordadoras de Alto Hospicio, con la finalidad de cambiar el estigma negativo que había en esta zona. Decidió darle a las mujeres que ahí vivían, una herramienta para que pudieran emprender y tener un sustento económico. Además, las personas que son parte de esta iniciativa han creado grandes murales bordados, para contar la historia del norte del país. En Las Bordadoras de Alto Hospicio se han capacitado más de 3.000 mujeres de sectores vulnerables en distintas técnicas, lo que las ha empoderado y ha mejorado su autoestima. Janet ganó el Premio Mujer Impacta 2014 y pasó a ser parte de una red de emprendedoras sociales. Mujer Impacta me ha apoyado y orientado en muchas cosas. Hice diplomados en la UC, múltiples cursos y talleres. Me he actualizado y revitalizado, comenta. Los encuentros que hacemos con otras mujeres de la red me dan energías para seguir el año. Sin duda, hay un antes y un después de Mujer Impacta, concluye.",Espanhol
