id;country;text;hashtags;doc_origin;source;date;manual_theme;url;notes
Inglaterra_0023;Inglaterra;It feels weird posting this because 32 really isn't that old, but a 28 year old went viral on TikTok with a similar video where loads of teenagers were freaking out about ageing in the comments. When you are a woman, you are either too young or too old. You are expected to hate your skin, hate any changes, and hate any sign of ageing, even though ageing is an inevitable part of life. I have so many memories of women in my life telling me how lucky I have to have young skin and tearing themselves apart 😔. I don't want to feel that way, I want to feel neutral and be able to enjoy and live my life, free from the fear that my skin might not fit a certain ideal. Demonising ageing is one of the many ways the patriarchy keeps women in their place, the more wisdom and experience you gain, the less valuable and worthy you are. It divides women into categories and pushing them into living in fear of the passage of time. It pushes women to spend time, money, and energy agonising over their skin. Women fear ageing for good reason. Older women face economic and social discrimination. Women who don't wear makeup face economic and social consequences. Women who don't fit into the patriarchy's narrow ideals face discrimination and violence. Feeling neutral is a goal we can all hopefully aim for. #misogyny #ageism #feminism #feminist #smashthepatriarchy #feministaf #genderroles #agingdisgracefully #aging #30flirtyandthriving;['#smashthepatriarchy', '#feminist', '#genderroles', 'Inglaterra', '#30flirtyandthriving', '#misogyny', '#ageism', '#aging', '#feministaf', '#feminism', 'Legenda', '#agingdisgracefully', '23'];INGLATERRA.docx;DOCX Original;;;;
Inglaterra_0024;Inglaterra;One of my earliest baby feminist memories is being interrupted by my grandmother while playing and asked to go help with set up for dinner in the kitchen, when I pointed out that my older brother haven't been asked, just me and my sisters, I was told to stop being difficult. You better believe I dragged my brother into that kitchen so fast 😄. To his credit, he also realises how unfair that was and is raising his son different. The unequal nature of domestic labour gets even more pronounced during the festive season, as so many mothers and other women take on the burden of creating the perfect Christmas with little or no support. They feel the pressure to make everyone else's time magical but they deserve support and they deserve to rest too! The only way to break this pattern is to teach boys to get off their arse and help and to refuse to pander to men perfectly capable of taking on tasks themselves. Get your own mother a present yourself 🙄 #feministchristmas #genderroles #domesticlabor #genderinequality #herstory #feminism #feministnews #feministquotes #womensupportingwomen❤️ #feminism #feminist #intersectionalfeminism #intersectionalfeminist #16daysofactivism #feministaf #raisingboys #socialjusticewarrior #raisinggirls #childraising #christmasmagic #misogyny #christmasiscoming #equality #christmasquote #christmastips #smashthepatriarchy #christmasquotes #feministaf #socialjusticeeducation #toxicmasculinity #xmasiscoming #motherhood;['#genderinequality', '#christmasquotes', '#intersectionalfeminist', '#feminist', '#misogyny', '#christmasiscoming', '#childraising', '#socialjusticewarrior', '#xmasiscoming', '24', '#16daysofactivism', '#christmasquote', '#herstory', '#smashthepatriarchy', '#raisinggirls', 'Inglaterra', '#feministchristmas', '#intersectionalfeminism', '#christmastips', '#christmasmagic', '#toxicmasculinity', '#equality', '#feministaf', '#feministquotes', '#feministnews', '#socialjusticeeducation', '#genderroles', '#womensupportingwomen', '#raisingboys', '#feminism', 'Legenda', '#domesticlabor', '#motherhood'];INGLATERRA.docx;DOCX Original;;;;
Inglaterra_0025;Inglaterra;⁣“I was working in a busy A&E, when a man came in who was caring for his brother with learning difficulties. The man with learning difficulties was in a terrible state, and clearly hadn't been cared for properly as his clothes were soiled and he had dried faeces on his legs. I asked the brother to step out so I could complete personal care for the man, but he refused stating, ‘He doesn't need privacy.’ I asked the man with learning difficulties if he was comfortable with his brother staying, and he said he was.⠀ I began to undress the man, and when I bent over to pick up a towel from the floor the brother said, ‘You're giving me ideas, bending over like that. I've always had a thing for nurses.’⠀ I told the man how inappropriate his comment was, but he still refused to leave the room. I continued with personal care, and although no further comments were made, I felt intimidated and frighted, and I could feel his eyes on me the whole time. I told a senior member of staff about the incident and they simply said, ‘Unfortunately its just one of those things.’⠀ It happened less than a year into being a qualified nurse.” - Becca ⠀ #FrontlineHarassment is a new photo series documenting the experiences of harassment essential workers routinely face. Over the past year, with all the focus being on key workers during the pandemic, I wanted to hear some of the stories from the frontline that rarely take centre stage. This photo was taken on #FaceTime #keyworkerseries #frontline #keyworkers #essentialworker #endharassment #placement #traineedr #doctorintraining #nhs #doctor;['#traineedr', '25', '#frontline', '#doctor', 'Inglaterra', '#endharassment', '#keyworkerseries', '#nhs', '#placement', '#keyworkers', 'Legenda', '#doctorintraining', '#FaceTime', '#FrontlineHarassment', '#essentialworker'];INGLATERRA.docx;DOCX Original;;;;
Inglaterra_0026;Inglaterra;"“As a postwoman, I get catcalled and shouted at by workmen most days of my working week. Some weeks it’s every single day. It got to the point at the beginning of this year where I was having to fight off panic attacks whenever I was delivering to houses having work done. I’d feel my gut twist as work vans past me, anticipating the shouts, leers and invasive comments about my body. Last week a middle age man was parked across the driveway of a house I was delivering to, he leaned out of his window and said, ‘Girl, you need to stop moving so fast, your body is making me sweat.’ I avoided the house for the rest of the week. I felt embarrassed, uncomfortable, and in light of the recent news regarding Sarah Everard and the outpouring of stories from women who’ve experienced harassment and violence at the hands of men, I now feel scared and unsafe. I smile and carry on walking, even though smiling at them is the last thing I want to do. If I don’t respond I get shouted at more, or laughed at, so smiling is just the easiest option. I’m tired of being treated like this- just for being a woman. Like my male colleagues I’m literally just trying to work, trying to pay my bills."" -Sascha #FrontlineHarassment is a new photo series documenting the experiences key workers routinely face. Over the past year, with all the focus being on essential workers during the pandemic, I wanted to hear some of the stories from the frontline that rarely take centre stage. This photo was taken on #facetime #keyworker #frontline #essentialworker #nhs #post #postwoman #endharassment #royalmail #catcalling #endcatcalling #facetimeshoot";['#frontline', '#catcalling', 'Inglaterra', '#endharassment', '#facetime', '26', '#nhs', '#royalmail', '#postwoman', '#facetimeshoot', '#post', 'Legenda', '#endcatcalling', '#FrontlineHarassment', '#keyworker', '#essentialworker'];INGLATERRA.docx;DOCX Original;;;;
Inglaterra_0027;Inglaterra;"This morning I did an interview with @lbc radio about “the death of seduction” stemming from the ban of the song “Baby It’s Cold Outside”. Where I was repeatedly asked, how many times can a man ask a woman to stay over after her saying no. And the bottom line of the question being, can’t men seduce women anymore? . Firstly, how many times do women need to say no before they are listened to? And honestly, if a woman really wanted to stay the night, you wouldn’t have to ask her 5 times. . There is this myth that has been repeatedly told to us in films and music, which is if you ask a woman enough, eventually she will just give in and say yes. My question is this; How seductive is it really, if the woman is repeatedly saying no? 🤔 . - #consent .";['27', 'Legenda', '#consent', 'Inglaterra'];INGLATERRA.docx;DOCX Original;;;;
Inglaterra_0028;Inglaterra;Speaking about the column written by Jeremy Clarkson, Prince Harry said: “What he said was horrific, and it’s hurtful and cruel towards my wife, but it also encourages other people around the UK and around the world, men particularly, to think it’s acceptable to treat women that way. To use my stepmother’s words, there is a global pandemic of violence against women.” ⁠ ⁠ The Sun said sorry... but what for? A spokesperson for Harry and Meghan said the statement was a “PR stunt” and that The Sun hadn’t reached out to Meghan. The Sun mentioned the “strong response” to Clarkson’s column, but made no mention of the actual impact of what he called a “clumsy reference”. It’s difficult to take an apology as sincere when the body issuing it won’t say exactly what it’s for. ⁠ ⁠ How can we start to unpick the deeply woven culture of anger, hatred and violence towards women if we don’t acknowledge the impact of these seemingly less serious moments? How can we make women feel safer when we let things slide? ⁠ ⁠ Read more, from @ellencscott, via the link in our bio.⁠;['28', 'Legenda', 'Inglaterra'];INGLATERRA.docx;DOCX Original;;;;
Inglaterra_0029;Inglaterra;"""I have, in my time, attracted a fair few frenemies, both men and women. They have varied widely in terms of background and character, but the one common feature is that they made me feel being their friend was a precious and unparalleled gift – the equivalent of the toxic partner who tells you that you’ll “never find anyone who loves you like I do”. It takes years of recovery to realise you won’t, and that this is a good thing because the way they loved you was unhealthy and controlling and not a little narcissistic.""⁠ ⁠ In an extract from her new book Friendaholic: Confessions Of A Friendship Addict, @elizabday muses on the frenemy. ⁠ ⁠ Link in bio to read.";['Legenda', '29', 'Inglaterra'];INGLATERRA.docx;DOCX Original;;;;
Inglaterra_0030;Inglaterra;“Running is a way for people to take control in a way they perhaps can’t with their love life and careers. You’re not relying on someone else, or something external. You can work towards a milestone, build a habit and see the fruits of your labour very quickly.”⁠ ⁠ Running is booming among women in their 20s and 30s, and it’s easy to see why. When traditional milestones like marriage, motherhood and property feel out of reach, signing up for a half marathon satisfies our need for achievement, writes Stylist’s @hollykbullock_.⁠ ⁠ Read more at the link in our bio.;['30', 'Legenda', 'Inglaterra'];INGLATERRA.docx;DOCX Original;;;;
Inglaterra_0031;Inglaterra;"Many people watching this clip will think to themselves ""well I would leave him if he spoke to me like that"" But that is why love bombing is a key stage of the pattern of emotional abuse. Love bombing is characterised by excessive attention, admiration, and affection with the goal to make the recipient feel dependent and obligated to that person. It is a manipulative tactic. It makes you feel special, needed, loved, valuable, and worthy, which are all the components that contribute to and increase a person’s self-esteem. In the Love bomber stage, everything seems perfect. You have all the validation and affirmation you’ve ever wanted. But then, after the love bomber has gained your trust, the switch happens, and behaviour like this emerges. The conning, manipulation, and abuse begin. Like a switch, this person who once made you feel like so good starts to belittle, control, and devalue you. And because you had a taste of how it could be in the love bombing stage, you are more willing to give them leeway and make excuses. You think ""well if I am just less annoying, he will return to the lovely man I first met."" They don't return (except temporarily), it only gets worse. Victims of this behaviour will often feel very confused and mentally all over the place. This is by the perpetrator's design. It is never your fault. (This is part of my Married at First Sight series, for much more sign up at the Patreon link in the bio) -#lovebombing #marriedatfirstsight #britishtv #realitytv #smashthepatriarchy #emotionalabuse #healthyrelationships #mafs #marriedatfirstsightuk #mafsuk #redflags #redflag #feminist #feminism #intersectionalfeminist #feministaf #feminismisforeverybody #smashthepatriarchy #redflagsinmen";['#intersectionalfeminist', '#feminist', '#redflag', '#realitytv', '#redflagsinmen', '#marriedatfirstsightuk', '#redflags', '#feminismisforeverybody', '#smashthepatriarchy', '#emotionalabuse', 'Inglaterra', '#mafsuk', '#feministaf', '#healthyrelationships', '#marriedatfirstsight', '#britishtv', '31', '#mafs', '#feminism', 'Legenda', '#lovebombing'];INGLATERRA.docx;DOCX Original;;;;
Inglaterra_0032;Inglaterra;"There is typically an escalation in abusive behaviours as the abusive partner becomes comfortable with abuse, know they can push the boundaries and often as a considered response to increase or maintain control over the other person. Many people dismiss acts like punching a wall as ""well I didn't hurt anyone"" so it doesn't ""count"" or even ""well I didn't hurt anyone"" so it is a good action because they see it as releasing their anger without punching a person. Many people dismiss it as men just being out of control or even as a ""healthy"" expression of anger because ""boys will be boys"". If someone genuinely can't help themselves from smashing stuff when they are angry, they need anger management therapy. Punching a wall is violent and it is a huge red flag, one you should run from. Destroying your belongings shows a desire to hurt you. Domestic violence is born from small changes in already violent acts. Abusive words and threats escalate, smashing stuff escalates, pushing escalates, and punching escalates. Femicide doesn't happen out of nowhere. ""Smashing things"" is listed as a type of domestic violence by the National Domestic Violence Hotline for a reason. #controllingrelationships #maleviolence #redflagsindating #smashthepatriarchy #redflagsinmen #abusiverelationship #domesticabuse #redflags #redflag #feminist #feminism #intersectionalfeminist #feministaf #misogyny #feminismisforeverybody #smashthepatriarchy #domesticabuseawareness #redflagsinmen #gaslightingawareness #controllingrelationship #toxicrelationships #healthyrelationship #domesticviolenceadvocate #feministmemes #feminismisforeverybody #smashthepatriarchy #emotionalabuse #gaslighting #domesticviolence #misogyny #domesticabusesupport #youdesrvebetter #relationshipadvice #boyswillbeheldaccountablefortheiractions #abusivebehaviour";['#maleviolence', '#controllingrelationship', '#intersectionalfeminist', '#feminist', '#abusivebehaviour', '#redflagsinmen', '#redflag', '32', '#misogyny', '#domesticabusesupport', '#healthyrelationship', '#abusiverelationship', '#redflags', '#domesticviolenceadvocate', 'Legenda', '#domesticviolence', '#gaslightingawareness', '#smashthepatriarchy', '#domesticabuseawareness', '#emotionalabuse', 'Inglaterra', '#redflagsindating', '#gaslighting', '#youdesrvebetter', '#feministaf', '#domesticabuse', '#boyswillbeheldaccountablefortheiractions', '#feministmemes', '#toxicrelationships', '#controllingrelationships', '#relationshipadvice', '#feminism', '#feminismisforeverybody'];INGLATERRA.docx;DOCX Original;;;;
Inglaterra_0033;Inglaterra;In relationships, both partners should support the other to learn and grow, but too many men are entering adulthood and entering romantic relationships without the basic skills needed for successful healthy relationships. This fails men, and it fails the women who have to put in the labour, energy, and patience needed to make their relationship with this man that they love work. In times gone by, this dynamic wasn't challenged. Women were told not to expect much emotional support from their partners and to just be happy with that. After all, you didn't have much choice. But now we expect relationships full of love and connections, we deserve those relationships, and for that to be possible, the skills of emotional intelligence, communication, empathy, and listening are needed. Women who, from a young age, are expected to learn these skills, are more likely to enter into adult romantic relationships already equipped with them, men are not. But these skills are not inherent, they are can be learnt. Men are perfectly capable of learning them themselves and not putting all that emotional labour onto their current or future partners. Because love only goes so far, women won't be sticking around to grow a man anymore. We expect them to be fully grown. (This is part of my Love Island series, for much more, including daily analysis, check out my Patreon link in the bio) #loveisland #loveislanduk #loveislandreactions #loveisland #loveisland2023 #loveislandmeme #loveislandbants #loveislandcontestants #feminist #feminism #intersectionalfeminist #feministaf #britishtv #realitytv #loveislandcast #feminismisforeverybody #smashthepatriarchy #datinglife #datingtips #dating101 #healthyrelationship #emotionallabour #redflagsinrelationships #neversettle #emotionalintelligence #feminismisforeverybody #intersectionalfeminism #intersectionalfeminist #feminist #feminism #realitytv #genderroles #toxicmasculinity #healthymasculinity #feminist #feminism #healthyrelationship #feministaf #healthyrelationshipsmatter #realitytv #redflagsinrelationships #redflagsinmen;['#intersectionalfeminist', '#feminist', '#loveislandbants', '#redflagsinmen', '#realitytv', '#loveisland2023', '#redflagsinrelationships', '#emotionalintelligence', '#healthyrelationship', '33', '#loveislandcast', '#loveislandmeme', 'Legenda', '#loveislandcontestants', '#smashthepatriarchy', '#healthyrelationshipsmatter', 'Inglaterra', '#intersectionalfeminism', '#toxicmasculinity', '#neversettle', '#feministaf', '#dating101', '#datinglife', '#datingtips', '#loveislandreactions', '#genderroles', '#loveisland', '#loveislanduk', '#britishtv', '#healthymasculinity', '#emotionallabour', '#feminism', '#feminismisforeverybody'];INGLATERRA.docx;DOCX Original;;;;
Inglaterra_0034;Inglaterra;As someone who was in a relationship with a man 10 years senior in my early 20’s, much of this “case for marrying an older man” reads like a list of red flags.🚩 The 1st one that really hit home, was the describing of an other half not as a partner, but as “my mentor, lover, and in only certain contexts, my friend.” When my relationship ended, something I’d told myself throughout was that he was more of a mentor to me than a partner. The problem with this was, with a 10 year age, earnings and work experience gap, there was a huge power imbalance. Yet one of the most obvious things in this article is the security and romance the author writes about doesn’t come from an age gap, it comes from a wealth gap - which makes it read like a modern version of a 1950’s housewife manual for finding a “good husband”. I’m aware we are in the midst of a cultural pivot back to “traditional” values, anti-feminism, the stay-at-home-girlfriend and tradwives. (Did these ever really leave?) & I’m not going to sit here and tell people to not marry rich or work - women should be able to do what they want. However there is a more pressing case to be made for looking out for signs of coercive, emotional and financial control. According to @survivingeconomicabuse : 🔴1 in 6 women in the UK experience financial abuse in a current or former relationship. 🔴95% of women who experience abuse report experiencing economic abuse. 🔴More than half of women experiencing DA said they had no money so couldn’t leave. This is a grim reality for countless women & worth mentioning if we are having the “marrying rich” convo. “I live in an apartment whose rent he pays and that shapes the freedom with which I can ever be angry with him.” I’m sure there are many benefits to marrying rich- but at what cost? When the house of cards is built on youth, beauty and mentorship - what happens when we grow up, our bodies change, or we eventually want a career or financial freedom? I fear this article doesn’t make a case for marrying older, it makes a case for finding financial independence and a partner who doesn’t treat you like a pet...;['Legenda', '34', 'Inglaterra'];INGLATERRA.docx;DOCX Original;;;;
Inglaterra_0035;Inglaterra;To celebrate Valentine’s we want to reminisce over some of the worst toxic relationship ideals we‘ve been fed in films about how “romance” or ”acts of love” are supposed to look...⠀ Despite their sins, I do have a soft spot for basically all of these movies. 🙃 But i think thats just my unshakable nostalgia...Either way, rewatching them is a WILD experience! ⠀ This is very much a non-exhaustive list so please add more & let us know what you think in the comments...❤️💔🥀🎬👎;['Legenda', '35', 'Inglaterra'];INGLATERRA.docx;DOCX Original;;;;
Inglaterra_0036;Inglaterra;He bludgeoned his heavily pregnant wife to death, but sure, he sounds like a ‘gentle golden retriever’ kinda man. When will we stop glorifying and humanising men who murder their wives & entire families? It is entirely unhelpful, and feeds into already dangerously prominent myths about abusive relationships and how they present.;['Legenda', '36', 'Inglaterra'];INGLATERRA.docx;DOCX Original;;;;
Inglaterra_0037;Inglaterra;"""Women are publicly and privately shamed on what feels like an hourly basis if they don’t adhere to societal expectations around motherhood.""⁠ ⁠ Sophie Turner and Joe Jonas have filed for divorce, and the conversations around this particular celebrity breakup have been harsh, shaming and undoubtedly sexist. Writer Kayleigh Dray breaks down why this narrative needs to stop. Link in bio to read.";['Legenda', '37', 'Inglaterra'];INGLATERRA.docx;DOCX Original;;;;
Inglaterra_0038;Inglaterra;More than half of working mothers have experienced some form of discrimination, either during their pregnancy, maternity leave or upon their return to the workplace, @pregnant_then_screwed found.⁠ ⁠ The charity, which aims to eradicate the motherhood penalty, teamed up with Women In Data to survey more than 24,000 parents, uncovering the workplace discrimination that women face after becoming mothers.⁠ ⁠ Read more at the link in our bio.;['38', 'Legenda', 'Inglaterra'];INGLATERRA.docx;DOCX Original;;;;
Inglaterra_0039;Inglaterra;"It’s expected that women have some sort of instinctive desire to have children and somehow also know how to take care of them, regardless of needs, wants, or experience due to maternal instinct. And while wanting to have children and take care of them is great, the idea that just because you’re a woman you should “instinctively” know what to do with them is unrealistic and adds a whole lot of unnecessary anxiety and stress. On the flip side, it is expected that men will be useless with all children including their own and that they won't be the primary caregiver, that why it's ""Daddy daycare"" and ""I hope he will be OK left alone with the baby"". It leads to men who exhibit any kind of child care skills being highly praised. (This is part of my new ""Feminist Reacts"" Love Island series, for much more check out my Patreon link in the bio) #beingadad #loveisland #loveislanduk #loveislandreactions #loveisland #loveisland2022 #loveisland🌴 #loveislandmeme #loveislandbants #loveislandcontestants #feminist #feminism #intersectionalfeminist #feministaf #britishtv #realitytv #loveislandcast #loveislandreacts #loveislandmoments #feminismisforeverybody #smashthepatriarchy #loveislandaftersun #womensupportingwomen❤️ #genderroles #childraising #fatherhood #daddydaycare #dating101 #havingchildren #motherhood";['#intersectionalfeminist', '#feminist', '#loveislandbants', '#realitytv', '#childraising', '#loveislandmoments', '#loveislandcast', '39', '#loveislandmeme', '#daddydaycare', 'Legenda', '#loveislandcontestants', '#feminismisforeverybody', '#smashthepatriarchy', '#fatherhood', 'Inglaterra', '#havingchildren', '#feministaf', '#dating101', '#loveislandreactions', '#genderroles', '#loveisland', '#loveislandaftersun', '#loveislanduk', '#britishtv', '#loveislandreacts', '#womensupportingwomen', '#loveisland2022', '#feminism', '#beingadad', '#motherhood'];INGLATERRA.docx;DOCX Original;;;;
Inglaterra_0040;Inglaterra;"Well done Paige for rejecting the mother role so many men put women into in relationships! 👏👏 The role of ""mother"" is forced on women who have immature, lazy and/or emotionally stunted male partners. Within femininity ""motherly” characteristics are put on a pedestal: tolerance, gentleness, caring, nurturing, sensitivity, nurturance, deference. These can be wonderful qualities but not when they enable men to take advance of women. Mothers are always supposed to put everyone else first — they are not to be selfish or demanding or aggressive. Women in this role are responsible for doing all the emotional labour (and often domestic labour) in heterosexual relationships — constantly “working on” things like communication and connectivity. Reinforcing the idea that a “good” girlfriend or wife is one that constantly tries to “fix” a man is not only gross but harmful. It teaches women that it is their duty to not only accept male behaviour that is unacceptable but to take on responsibility for it, responsibility that should be on the man's shoulders. (This is part of my new ""Feminist Reacts"" Love Island series, for much more check out my Patreon link in the bio) #loveisland #loveislanduk #loveislandreactions #loveislandreacts #loveislandmoments #loveisland2022 #loveislandmeme #Britishtv #feminist #feminism #feministaf #feministmemes #smashthepatriarchy #intersectionalfeminism #redflagsinmen #jacquesloveisland #redflags🚩 #emotionalabuse #redflags #feminist #feminism #feministaf #toxicmasculinity #realitytv #maleentitlement #emotionalwellbeing #datingadvice #emotionallabour #healthyrelationshipsmatter #toxicrelationships #dating101 #notallmen #healthyrelationship";['#feminist', '#redflagsinmen', '#realitytv', '#healthyrelationship', '#loveislandmoments', '#Britishtv', '#loveislandmeme', '#jacquesloveisland', '#redflags', '#maleentitlement', '#smashthepatriarchy', '#healthyrelationshipsmatter', '#emotionalabuse', 'Inglaterra', '#intersectionalfeminism', '#emotionalwellbeing', '#toxicmasculinity', '#notallmen', '#feministaf', '#emotionallabour', '#dating101', '#feministmemes', '#loveislandreactions', '#datingadvice', '#loveisland', '#toxicrelationships', '#loveislanduk', '#loveislandreacts', '40', '#loveisland2022', '#feminism', 'Legenda'];INGLATERRA.docx;DOCX Original;;;;
Inglaterra_0041;Inglaterra;"More and more women are unsure if they want children or sure that they don't and some people just can't get their heads around it. So many people just assume that all women are desperate for child because isn't that the whole point of women?! But it's more common for women to be unsure than men. A poll from 2013 found that more than 80 percent of men said they’d always wanted to be a father or at least thought they would be someday. Just 70 percent of women felt the same. Is it any wonder when women are asked to sacrifice so much to be mothers? Our health, our careers, our unpaid labour. Society doesn't support mothers, it would much rather shame women who choose to opt out. (This is from the Netflix Reality dating show ""The Ultimatum"") Please see my Patreon for more on this topic and about other Reality TV shows! (Link in my bio) #theultimatumnetflix #theultimatummarryormoveon #theultimatum #feminismisforeverybody #smashthepatriarchy #beingawoman #beingamother #childcare #childfreelife #child #womensupportingwomen❤️ #genderroles #childraising #childfree #datinglife #carework #toxicrelationships #dating101 #healthyrelationship #intersectionalfeminism #intersectionalfeminist #womensempowerment #feministquotes #feminist #feminism #femaleempowermentquotes #feministblogger #smashthepatriarchy #fuckthepatriarchy #empoweringwomen #feministaf #feminismisforeverybody";['#intersectionalfeminist', '#feminist', '41', '#beingawoman', '#childfree', '#childraising', '#healthyrelationship', '#empoweringwomen', '#childcare', '#carework', '#femaleempowermentquotes', 'Legenda', '#feministblogger', '#smashthepatriarchy', '#theultimatum', 'Inglaterra', '#intersectionalfeminism', '#beingamother', '#womensempowerment', '#theultimatumnetflix', '#childfreelife', '#feministquotes', '#dating101', '#feministaf', '#datinglife', '#fuckthepatriarchy', '#genderroles', '#theultimatummarryormoveon', '#toxicrelationships', '#child', '#womensupportingwomen', '#feminism', '#feminismisforeverybody'];INGLATERRA.docx;DOCX Original;;;;
Inglaterra_0042;Inglaterra;The campaign to get misogyny recognised as a hate crime has been a long one, but now women in England and Wales are being asked to share their experiences of gender-based harassment, assault and abuse. By submitting your own stories, you could help shape future government policy on misogynistic hate crimes. Click on the link in our bio to find out more.;['Legenda', '42', 'Inglaterra'];INGLATERRA.docx;DOCX Original;;;;
Inglaterra_0043;Inglaterra;"Roe v Wade has been overturned. We are outraged and heartbroken for the women of America. The Supreme Court’s ruling is more than a life changing regression on reproductive rights, it threatens the foundations of equality; the autonomy women have to make decisions about our own bodies and lives. Abortion rights must be entrenched in law because abortion rights ARE human rights. And today’s ruling for women in the US is a harsh snapshot of what many women around the world fear, and of course which many must already endure. More on what it means - and what we can do - via the link in our bio. #roevwade #abortionrights";['Inglaterra', '#abortionrights', '#roevwade', '43', 'Legenda'];INGLATERRA.docx;DOCX Original;;;;
Inglaterra_0044;Inglaterra;"""Many Black and brown women will see their own experiences reflected in how women MPs are treated – tone policed, silenced and spoken for.""⁠ ⁠ In the midst of dealing with racist comments from a Tory political donor, MP Diane Abbott attended PMQs today only to be ignored repeatedly by the speaker of the house while others debated her own experiences around her.⁠ ⁠ At the link in our bio, Stylist's @shahedezaydi explains why it's no wonder women of colour are reluctant to go into politics. Tap to read.⁠";['Legenda', '44', 'Inglaterra'];INGLATERRA.docx;DOCX Original;;;;
Inglaterra_0045;Inglaterra;"What does it mean to be ""a wife""? Women are just as capable as men of internalising patriarchal ideas about women and their role in relationships. In our society, the meaning of and history of marriage is so deeply rooted in patriarchy and gender inequality, that when these women talk about being ""a wife"" they imagine it as a role that serves ""a husband"" through domestic and sexual labour, rather than as a partnership between two equals. The patriarchy tells women that they exist to serve others, that they must prove that they can do this (by being hot, by doing unpaid domestic labour, by being good at sex, even by getting an education) in order to be 'worthy' of marriage and 'worthy' of the role of wife. (This is the first of my Reels about the Netflix Reality dating show ""The Ultimatum"") Please see my Patreon for more on this topic and about other Reality TV shows! (Link in my bio) #theultimatumnetflix #theultimatummarryormoveon #theultimatum #pickme #intersectionalfeminism #intersectionalfeminist #womensempowerment #feministquotes #feminist #feminism #beingafeminist #femaleempowermentquotes #feministblogger #girlpower💪 #smashthepatriarchy #fuckthepatriarchy #empoweringwomen #femaleempowermentquotes #feministaf #womensupportingwomen❤️ #feminismisforeverybody #wifeymaterial #wifeytype #marriageadvice #marriagequotes #misogyny #gettingmarried #marriage101 #marriedlife💍 #netflix #realitytv";['#marriageadvice', '#intersectionalfeminist', '#feminist', '#beingafeminist', '#realitytv', '#misogyny', '#empoweringwomen', '#wifeymaterial', '#gettingmarried', '#femaleempowermentquotes', '#pickme', '#feminismisforeverybody', '#feministblogger', '#smashthepatriarchy', '#theultimatum', 'Inglaterra', '#wifeytype', '#intersectionalfeminism', '#netflix', '45', '#womensempowerment', '#theultimatumnetflix', '#feministquotes', '#feministaf', '#marriage101', '#fuckthepatriarchy', '#theultimatummarryormoveon', '#womensupportingwomen', '#marriedlife', '#marriagequotes', '#feminism', 'Legenda', '#girlpower'];INGLATERRA.docx;DOCX Original;;;;
Inglaterra_0046;Inglaterra;"The patriarchical myth of men as ""protecters and providers"" is designed to keep women scared and compliant by pretending that they benefit from the patriarchy. But it is a narrative that refuses to accept the reality of male violence against women (that it is mostly perpetrated by men close to women) in favour of stroking men's egos and fantasies about beating up foreign invaders to protect their property (their woman). Anyone of any gender who wants to protect in a meaningful way should do so by working to deconstruct the white supremacy patriarchical structures that excuse, enable, and encourage violence against marginalised groups. #maleviolence #feminism #whitesupremacry #genderbasedviolence #domesticabuse #rapeculture #womensupportingwomen❤️ #genderroles #raisinggirls #feminism #feminist #femaleempowermentquotes #misogyny #feministaf #beingawoman #feminism #feminist #misogyny #maleentitlement #feministquotes #womensrights #smashthepatriarchy #feministaf #intersectionalfeminist #feministaf #feminismisforeverybody #smashthepatriarchy #feministmemes #feminismquotes #feminismisforeverybody #feministquotes";['#maleviolence', '#genderbasedviolence', '#intersectionalfeminist', '#feminist', '#beingawoman', '#misogyny', '#femaleempowermentquotes', '46', '#maleentitlement', '#womensrights', '#whitesupremacry', '#feminismisforeverybody', '#rapeculture', '#smashthepatriarchy', '#raisinggirls', 'Inglaterra', '#feministaf', '#feministquotes', '#domesticabuse', '#feministmemes', '#feminismquotes', '#genderroles', '#womensupportingwomen', '#feminism', 'Legenda'];INGLATERRA.docx;DOCX Original;;;;
